Brand,Model,Year,Price,Trim,Image_Paths,Transmission,Fuel_Type,Body_Type,Engine_Capacity,Horsepower,Torque,Max_Speed,Acceleration,Width,Length,Height,Wheelbase,Seats,Cylinders,Fuel_Tank,Number_of_Gears,Fuel_Consumption
Subaru,Crosstrek,2024,2300000,2.0 A/T,images\Subaru Crosstrek 2024\car_img_1.jpg; images\Subaru Crosstrek 2024\car_img_2.jpg; images\Subaru Crosstrek 2024\car_img_3.jpg; images\Subaru Crosstrek 2024\car_img_4.jpg; images\Subaru Crosstrek 2024\car_img_5.jpg,Automatic,,,,154/5500,197/1750,,,1801,4481,1600,2670,5,4,,,
Subaru,Foreste,2024,2775000,R Automtic,images\Subaru_Foreste_r__Automtic_1115\img_1.jpg; images\Subaru_Foreste_r__Automtic_1115\img_2.jpg; images\Subaru_Foreste_r__Automtic_1115\img_3.jpg; images\Subaru_Foreste_r__Automtic_1115\img_4.png; images\Subaru_Foreste_r__Automtic_1115\img_5.jpg; images\Subaru_Foreste_r__Automtic_1115\img_6.jpg; images\Subaru_Foreste_r__Automtic_1115\img_7.jpg; images\Subaru_Foreste_r__Automtic_1115\img_8.jpg; images\Subaru_Foreste_r__Automtic_1115\img_9.jpg; images\Subaru_Foreste_r__Automtic_1115\img_10.jpg; images\Subaru_Foreste_r__Automtic_1115\img_11.jpg; images\Subaru_Foreste_r__Automtic_1115\img_12.jpg,CVT,gas,4x4,2000,156,196,,10.3,0,,,,5,4,63,,
Subaru,Forester,2024,2775000,2.0 A/T Suv,images\Subaru Forester 2024\car_img_1.jpg; images\Subaru Forester 2024\car_img_2.jpg; images\Subaru Forester 2024\car_img_3.jpg; images\Subaru Forester 2024\car_img_4.jpg; images\Subaru Forester 2024\car_img_5.jpg,Automatic,,,,154/5500,197/1750,,,1816,4625,1730,2670,5,4,,,
Subaru,Xv Crosstrek,2024,2300000,Automtic,images\Subaru_Xv_Crosstrek_Automtic_97098\img_1.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_2.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_3.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_4.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_5.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_6.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_7.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_8.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_9.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_10.jpg; images\Subaru_Xv_Crosstrek_Automtic_97098\img_11.jpg,CVT,gas,4x4,2000,156,196,,10.5,0,,,,5,4,63,,
Suzuki,Baleno,2025,934900,1.4 A/T F/O Screen,images\Suzuki Baleno 2025\car_img_1.jpg; images\Suzuki Baleno 2025\car_img_2.jpg; images\Suzuki Baleno 2025\car_img_3.jpg; images\Suzuki Baleno 2025\car_img_4.jpg; images\Suzuki Baleno 2025\car_img_5.jpg; images\Suzuki Baleno 2025\car_img_6.jpg; images\Suzuki Baleno 2025\car_img_7.jpg; images\Suzuki Baleno 2025\car_img_8.jpg,Automatic,,,,92/6000,130/4200,170,11٫6,1745,3995,1470,2520,5,4,37,4,
Suzuki,Ciaz,2024,860000,1.5 A/T Gl,images\Suzuki Ciaz 2024\car_img_1.jpg; images\Suzuki Ciaz 2024\car_img_2.jpg; images\Suzuki Ciaz 2024\car_img_3.jpg; images\Suzuki Ciaz 2024\car_img_4.jpg; images\Suzuki Ciaz 2024\car_img_5.jpg,Automatic,,Sedan,,,,,,,,,,,,,,
Suzuki,Ciaz,2024,874900,1.5 A/T Glx Screen,images\Suzuki Ciaz 2024\car_img_1.jpg; images\Suzuki Ciaz 2024\car_img_2.jpg; images\Suzuki Ciaz 2024\car_img_3.jpg; images\Suzuki Ciaz 2024\car_img_4.jpg; images\Suzuki Ciaz 2024\car_img_5.jpg,Automatic,,Sedan,,,,,,,,,,,,,,
Suzuki,Ciaz,2024,899900,1.5 A/T Glx Screen Black Roof,images\Suzuki Ciaz 2024\car_img_1.jpg; images\Suzuki Ciaz 2024\car_img_2.jpg; images\Suzuki Ciaz 2024\car_img_3.jpg; images\Suzuki Ciaz 2024\car_img_4.jpg; images\Suzuki Ciaz 2024\car_img_5.jpg,Automatic,,Sedan,,,,,,,,,,,,,,
Suzuki,Ciaz,2024,809900,Gl,images\Suzuki_Ciaz_GL_1838\img_1.jpg; images\Suzuki_Ciaz_GL_1838\img_2.jpg; images\Suzuki_Ciaz_GL_1838\img_3.jpg; images\Suzuki_Ciaz_GL_1838\img_4.jpg; images\Suzuki_Ciaz_GL_1838\img_5.jpg; images\Suzuki_Ciaz_GL_1838\img_6.jpg; images\Suzuki_Ciaz_GL_1838\img_7.jpg; images\Suzuki_Ciaz_GL_1838\img_8.jpg,automatic,gas,Sedan,1500,104,138,,12,"1,730","4,490","1,475",2650,5,4,42,4,
Suzuki,Ciaz,2024,874900,Glx,images\Suzuki_Ciaz_GLX_5570\img_1.jpg; images\Suzuki_Ciaz_GLX_5570\img_2.jpg; images\Suzuki_Ciaz_GLX_5570\img_3.jpg; images\Suzuki_Ciaz_GLX_5570\img_4.jpg; images\Suzuki_Ciaz_GLX_5570\img_5.jpg; images\Suzuki_Ciaz_GLX_5570\img_6.jpg; images\Suzuki_Ciaz_GLX_5570\img_7.jpg; images\Suzuki_Ciaz_GLX_5570\img_8.jpg,automatic,gas,Sedan,1500,104,138,,12,"1,730","4,490","1,475",2650,5,4,42,4,
Suzuki,Ciaz,2024,899900,L Roof,images\Suzuki_Ciaz_L_Roof_9108\img_1.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_2.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_3.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_4.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_5.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_6.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_7.jpg; images\Suzuki_Ciaz_L_Roof_9108\img_8.jpg,automatic,gas,Sedan,1500,104,138,,12,"1,730","4,490","1,475",2650,5,4,42,4,
Suzuki,Dzire,2024,775000,1.2 A/T Glx With Screen,images\Suzuki Dzire 2024\car_img_1.jpg; images\Suzuki Dzire 2024\car_img_2.jpg; images\Suzuki Dzire 2024\car_img_3.jpg; images\Suzuki Dzire 2024\car_img_4.jpg; images\Suzuki Dzire 2024\car_img_5.jpg; images\Suzuki Dzire 2024\car_img_6.jpg,Automatic,,,,81/6000,113/4200,170,13٫2,1735,3995,1515,2450,5,4,37,5,
Suzuki,Dzire,2025,830000,Glx,images\Suzuki Dzire 2025\car_img_1.jpg; images\Suzuki Dzire 2025\car_img_2.jpg; images\Suzuki Dzire 2025\car_img_3.jpg; images\Suzuki Dzire 2025\car_img_4.jpg; images\Suzuki Dzire 2025\car_img_5.jpg,Automatic,,,,,,,,1735,3995,1525,2450,5,,,,
Suzuki,Ertiga,2024,1024900,1.5 A/T Glx Screen 7 Seats,images\Suzuki Ertiga 2024\car_img_1.jpg; images\Suzuki Ertiga 2024\car_img_2.jpg; images\Suzuki Ertiga 2024\car_img_3.jpg; images\Suzuki Ertiga 2024\car_img_4.jpg; images\Suzuki Ertiga 2024\car_img_5.jpg; images\Suzuki Ertiga 2024\car_img_6.jpg; images\Suzuki Ertiga 2024\car_img_7.jpg; images\Suzuki Ertiga 2024\car_img_8.jpg,Automatic,,MiniVans,,103/6000,138/4400,170,13٫5,1735,4395,1690,2740,7,4,45,4,10٫5
Suzuki,Ertiga,2024,1024900,Glx,images\Suzuki_Ertiga_GLX_12442\img_1.jpg; images\Suzuki_Ertiga_GLX_12442\img_2.jpg; images\Suzuki_Ertiga_GLX_12442\img_3.jpg; images\Suzuki_Ertiga_GLX_12442\img_4.jpg; images\Suzuki_Ertiga_GLX_12442\img_5.jpg; images\Suzuki_Ertiga_GLX_12442\img_6.jpg; images\Suzuki_Ertiga_GLX_12442\img_7.jpg; images\Suzuki_Ertiga_GLX_12442\img_8.png; images\Suzuki_Ertiga_GLX_12442\img_9.jpg; images\Suzuki_Ertiga_GLX_12442\img_10.jpg; images\Suzuki_Ertiga_GLX_12442\img_11.jpg,automatic,gas,MiniVans,1500,104,138,,13.5,"1,695","4,265","1,685",2740,7,4,45,4,6.6
Suzuki,Fronx,2024,1350000,1.5 A/T Gl 1 Tone,images\Suzuki Fronx 2024\car_img_1.jpg; images\Suzuki Fronx 2024\car_img_2.jpg; images\Suzuki Fronx 2024\car_img_3.jpg; images\Suzuki Fronx 2024\car_img_4.jpg; images\Suzuki Fronx 2024\car_img_5.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Fronx,2024,1400000,1.5 A/T Gl 2 Tone,images\Suzuki Fronx 2024\car_img_1.jpg; images\Suzuki Fronx 2024\car_img_2.jpg; images\Suzuki Fronx 2024\car_img_3.jpg; images\Suzuki Fronx 2024\car_img_4.jpg; images\Suzuki Fronx 2024\car_img_5.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Fronx,2024,1450000,1.5 A/T Glx 1 Tone,images\Suzuki Fronx 2024\car_img_1.jpg; images\Suzuki Fronx 2024\car_img_2.jpg; images\Suzuki Fronx 2024\car_img_3.jpg; images\Suzuki Fronx 2024\car_img_4.jpg; images\Suzuki Fronx 2024\car_img_5.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Fronx,2024,1500000,1.5 A/T Glx 2 Tone,images\Suzuki Fronx 2024\car_img_1.jpg; images\Suzuki Fronx 2024\car_img_2.jpg; images\Suzuki Fronx 2024\car_img_3.jpg; images\Suzuki Fronx 2024\car_img_4.jpg; images\Suzuki Fronx 2024\car_img_5.jpg; images\Suzuki Fronx 2024\car_img_6.jpg; images\Suzuki Fronx 2024\car_img_7.jpg; images\Suzuki Fronx 2024\car_img_8.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Fronx,2024,1400000,2 Tone,images\Suzuki_Fronx_2_tone_4290\img_1.png; images\Suzuki_Fronx_2_tone_4290\img_2.jpg; images\Suzuki_Fronx_2_tone_4290\img_3.jpg; images\Suzuki_Fronx_2_tone_4290\img_4.jpg; images\Suzuki_Fronx_2_tone_4290\img_5.png; images\Suzuki_Fronx_2_tone_4290\img_6.jpg; images\Suzuki_Fronx_2_tone_4290\img_7.jpg,manual,gas,SUV,1500,103,138,,,"1,765","3,995","1,550",2520,5,4,37,5,
Suzuki,Fronx,2024,1350000,Gl,images\Suzuki_Fronx_GL_5104\img_1.jpg; images\Suzuki_Fronx_GL_5104\img_2.jpg; images\Suzuki_Fronx_GL_5104\img_3.png; images\Suzuki_Fronx_GL_5104\img_4.jpg; images\Suzuki_Fronx_GL_5104\img_5.png; images\Suzuki_Fronx_GL_5104\img_6.jpg; images\Suzuki_Fronx_GL_5104\img_7.jpg,manual,gas,SUV,1500,103,138,,,"1,765","3,995","1,550",2520,5,4,37,5,
Suzuki,Fronx,2024,1450000,Glx,images\Suzuki_Fronx_GLX_8224\img_1.png; images\Suzuki_Fronx_GLX_8224\img_2.jpg; images\Suzuki_Fronx_GLX_8224\img_3.jpg; images\Suzuki_Fronx_GLX_8224\img_4.jpg; images\Suzuki_Fronx_GLX_8224\img_5.jpg; images\Suzuki_Fronx_GLX_8224\img_6.png; images\Suzuki_Fronx_GLX_8224\img_7.jpg,automatic,gas,SUV,1500,103,,,,"1,765","3,995","1,550",2520,5,4,37,4,
Suzuki,Fronx,2024,1500000,Glx 2 Tone,images\Suzuki_Fronx_GLX_2_Tone_99068\img_1.jpg; images\Suzuki_Fronx_GLX_2_Tone_99068\img_2.jpg; images\Suzuki_Fronx_GLX_2_Tone_99068\img_3.png; images\Suzuki_Fronx_GLX_2_Tone_99068\img_4.jpg; images\Suzuki_Fronx_GLX_2_Tone_99068\img_5.jpg; images\Suzuki_Fronx_GLX_2_Tone_99068\img_6.jpg; images\Suzuki_Fronx_GLX_2_Tone_99068\img_7.png,automatic,gas,SUV,1500,103,,,,"1,765","3,995","1,550",2520,5,4,37,4,
Suzuki,Grand Vitara,2024,1750000,1.5 A/T Glx 1 Tone,images\Suzuki Grand Vitara 2024\car_img_1.jpg; images\Suzuki Grand Vitara 2024\car_img_2.jpg; images\Suzuki Grand Vitara 2024\car_img_3.jpg; images\Suzuki Grand Vitara 2024\car_img_4.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Grand Vitara,2024,1800000,1.5 A/T Glx 2 Tone,images\Suzuki Grand Vitara 2024\car_img_1.jpg; images\Suzuki Grand Vitara 2024\car_img_2.jpg; images\Suzuki Grand Vitara 2024\car_img_3.jpg; images\Suzuki Grand Vitara 2024\car_img_4.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Suzuki,Grand Vitara,2024,1750000,Glx,images\Suzuki_Grand_Vitara_GLX_7836\img_1.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_2.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_3.png; images\Suzuki_Grand_Vitara_GLX_7836\img_4.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_5.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_6.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_7.jpg; images\Suzuki_Grand_Vitara_GLX_7836\img_8.jpg,automatic,gas,SUV,1500,103,138,,,"1,795","4,345","1,645",2600,5,4,45,4,
Suzuki,Grand Vitara,2024,1800000,Glx 2 Tone,images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_1.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_2.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_3.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_4.png; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_5.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_6.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_7.jpg; images\Suzuki_Grand_Vitara_GLX_2_Tone_11030\img_8.jpg,automatic,gas,SUV,1500,103,138,,,"1,795","4,345","1,645",2600,5,4,45,4,
Suzuki,Jimny,2023,985000,1.5 A/T 4Wd 1 Tone,images\Suzuki Jimny 2023\car_img_1.jpg; images\Suzuki Jimny 2023\car_img_2.jpg; images\Suzuki Jimny 2023\car_img_3.jpg; images\Suzuki Jimny 2023\car_img_4.jpg; images\Suzuki Jimny 2023\car_img_5.jpg,Automatic,,,,,,,,,,,,,,,,
Suzuki,Jimny,2023,995000,1.5 A/T 4Wd 2 Tone,images\Suzuki Jimny 2023\car_img_1.jpg; images\Suzuki Jimny 2023\car_img_2.jpg; images\Suzuki Jimny 2023\car_img_3.jpg; images\Suzuki Jimny 2023\car_img_4.jpg; images\Suzuki Jimny 2023\car_img_5.jpg,Automatic,,,,,,,,,,,,,,,,
Suzuki,S Presso,2024,549900,Automtic,images\Suzuki_S_Presso_Automtic_14861\img_1.jpg; images\Suzuki_S_Presso_Automtic_14861\img_2.jpg; images\Suzuki_S_Presso_Automtic_14861\img_3.jpg; images\Suzuki_S_Presso_Automtic_14861\img_4.jpg; images\Suzuki_S_Presso_Automtic_14861\img_5.jpg; images\Suzuki_S_Presso_Automtic_14861\img_6.jpg; images\Suzuki_S_Presso_Automtic_14861\img_7.jpg; images\Suzuki_S_Presso_Automtic_14861\img_8.jpg; images\Suzuki_S_Presso_Automtic_14861\img_9.jpg,automatic,gas,Hatchback,1000,67,90,,14.3,"1,520","3,565","1,549",2380,4,3,27,5,4.6
Suzuki,Spresso,2024,630000,1.0 A/T Amt Alloy,images\Suzuki Spresso 2024\car_img_1.jpg; images\Suzuki Spresso 2024\car_img_2.jpg; images\Suzuki Spresso 2024\car_img_3.jpg; images\Suzuki Spresso 2024\car_img_4.jpg; images\Suzuki Spresso 2024\car_img_5.jpg; images\Suzuki Spresso 2024\car_img_6.jpg,Automatic,,,,67/5500,90/3500,130,,1520,3565,1565,2380,5,3,27,,5٫4
Suzuki,Swift,2025,849900,1.2 A/T Glx New Shape,images\Suzuki Swift 2025\car_img_1.jpg; images\Suzuki Swift 2025\car_img_2.jpg; images\Suzuki Swift 2025\car_img_3.jpg; images\Suzuki Swift 2025\car_img_4.jpg; images\Suzuki Swift 2025\car_img_5.jpg; images\Suzuki Swift 2025\car_img_6.jpg; images\Suzuki Swift 2025\car_img_7.jpg; images\Suzuki Swift 2025\car_img_8.jpg,Automatic,,Hatchback,,82/6000,113/4800,165,13٫5,1735,3845,1530,2450,5,4,37,,6٫2
Suzuki,Swift,2025,849900,Glx,images\Suzuki_Swift_GLX_12182\img_1.jpg; images\Suzuki_Swift_GLX_12182\img_2.jpg; images\Suzuki_Swift_GLX_12182\img_3.jpg; images\Suzuki_Swift_GLX_12182\img_4.jpg; images\Suzuki_Swift_GLX_12182\img_5.jpg; images\Suzuki_Swift_GLX_12182\img_6.jpg; images\Suzuki_Swift_GLX_12182\img_7.jpg; images\Suzuki_Swift_GLX_12182\img_8.jpg; images\Suzuki_Swift_GLX_12182\img_9.jpg; images\Suzuki_Swift_GLX_12182\img_10.jpg,CVT,gas,Hatchback,1200,81,111,,,"1,735","3,860","1,520",2450,5,3,37,,3.8
Suzuki,Swift,2026,849900,1.2 A/T Glx New Shape,images\Suzuki Swift 2026\car_img_1.jpg; images\Suzuki Swift 2026\car_img_2.jpg; images\Suzuki Swift 2026\car_img_3.jpg; images\Suzuki Swift 2026\car_img_4.jpg; images\Suzuki Swift 2026\car_img_5.jpg; images\Suzuki Swift 2026\car_img_6.jpg; images\Suzuki Swift 2026\car_img_7.jpg; images\Suzuki Swift 2026\car_img_8.jpg; images\Suzuki Swift 2026\car_img_9.jpg; images\Suzuki Swift 2026\car_img_10.jpg; images\Suzuki Swift 2026\car_img_11.jpg; images\Suzuki Swift 2026\car_img_12.jpg; images\Suzuki Swift 2026\car_img_13.jpg; images\Suzuki Swift 2026\car_img_14.jpg,Automatic,,Hatchback,,82/6000,113/4800,165,13٫5,1735,3825,1530,2450,5,4,37,,6٫2
Suzuki,Swift Dzire,2024,669000,Glx Screen,images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_1.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_2.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_3.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_4.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_5.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_6.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_7.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_8.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_9.jpg; images\Suzuki_Swift_Dzire_GLX_Screen_16328\img_10.jpg,automatic,gas,Sedan,1200,85,113,,13.2,"1,730","3,990","1,510",2540,5,4,37,5,5.5
Suzuki,Swift Dzire,2025,829900,Glx,images\Suzuki_Swift_Dzire_GLX_7851\img_1.png; images\Suzuki_Swift_Dzire_GLX_7851\img_2.png; images\Suzuki_Swift_Dzire_GLX_7851\img_3.png; images\Suzuki_Swift_Dzire_GLX_7851\img_4.png; images\Suzuki_Swift_Dzire_GLX_7851\img_5.png; images\Suzuki_Swift_Dzire_GLX_7851\img_6.png; images\Suzuki_Swift_Dzire_GLX_7851\img_7.png; images\Suzuki_Swift_Dzire_GLX_7851\img_8.png; images\Suzuki_Swift_Dzire_GLX_7851\img_9.png,CVT,gas,Sedan,1200,80,111,,,"1,735","3,995","1,525",2450,4,3,,,
Suzuki,Van,2024,283000,1.0 M/T,images\Suzuki Van 2024\car_img_1.jpg,Automatic,,,,44,75,120,,1395,3235,1395,1840,8,4,40,5,
Toyota,Camry,2024,7400000,High Line,images\Toyota_Camry_High_Line_16412\img_1.png; images\Toyota_Camry_High_Line_16412\img_2.png; images\Toyota_Camry_High_Line_16412\img_3.jpg; images\Toyota_Camry_High_Line_16412\img_4.png; images\Toyota_Camry_High_Line_16412\img_5.jpg; images\Toyota_Camry_High_Line_16412\img_6.png; images\Toyota_Camry_High_Line_16412\img_7.jpg; images\Toyota_Camry_High_Line_16412\img_8.jpg,automatic,gas,Sedan,2500,178,231,,9.3,"1,585","4,885","1,455",2825,5,4,60,6,8.4
Toyota,Corolla,2025,1300000,Active,images\Toyota_Corolla_Active_19735\img_1.jpg; images\Toyota_Corolla_Active_19735\img_2.jpg; images\Toyota_Corolla_Active_19735\img_3.jpg; images\Toyota_Corolla_Active_19735\img_4.png; images\Toyota_Corolla_Active_19735\img_5.jpg; images\Toyota_Corolla_Active_19735\img_6.jpg; images\Toyota_Corolla_Active_19735\img_7.jpg; images\Toyota_Corolla_Active_19735\img_8.jpg; images\Toyota_Corolla_Active_19735\img_9.jpg,CVT,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2025,1400000,Comfort,images\Toyota_Corolla_Comfort_23897\img_1.jpg; images\Toyota_Corolla_Comfort_23897\img_2.png; images\Toyota_Corolla_Comfort_23897\img_3.jpg; images\Toyota_Corolla_Comfort_23897\img_4.jpg; images\Toyota_Corolla_Comfort_23897\img_5.jpg; images\Toyota_Corolla_Comfort_23897\img_6.jpg; images\Toyota_Corolla_Comfort_23897\img_7.jpg; images\Toyota_Corolla_Comfort_23897\img_8.jpg; images\Toyota_Corolla_Comfort_23897\img_9.jpg,CVT,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2025,1650000,Elegance,images\Toyota_Corolla_Elegance_18154\img_1.jpg; images\Toyota_Corolla_Elegance_18154\img_2.jpg; images\Toyota_Corolla_Elegance_18154\img_3.jpg; images\Toyota_Corolla_Elegance_18154\img_4.jpg; images\Toyota_Corolla_Elegance_18154\img_5.jpg; images\Toyota_Corolla_Elegance_18154\img_6.jpg; images\Toyota_Corolla_Elegance_18154\img_7.jpg; images\Toyota_Corolla_Elegance_18154\img_8.png; images\Toyota_Corolla_Elegance_18154\img_9.jpg,CVT,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2025,1500000,Smart,images\Toyota_Corolla_SMART_27563\img_1.jpg; images\Toyota_Corolla_SMART_27563\img_2.png; images\Toyota_Corolla_SMART_27563\img_3.jpg; images\Toyota_Corolla_SMART_27563\img_4.jpg; images\Toyota_Corolla_SMART_27563\img_5.jpg; images\Toyota_Corolla_SMART_27563\img_6.jpg; images\Toyota_Corolla_SMART_27563\img_7.jpg; images\Toyota_Corolla_SMART_27563\img_8.jpg; images\Toyota_Corolla_SMART_27563\img_9.jpg,CVT,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2025,1600000,Sun Roof,images\Toyota_Corolla_Sun_Roof_14485\img_1.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_2.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_3.png; images\Toyota_Corolla_Sun_Roof_14485\img_4.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_5.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_6.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_7.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_8.jpg; images\Toyota_Corolla_Sun_Roof_14485\img_9.jpg,CVT,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2026,1150000,Active,images\Toyota Corolla 2026\car_img_1.jpg; images\Toyota Corolla 2026\car_img_2.jpg; images\Toyota Corolla 2026\car_img_3.jpg; images\Toyota Corolla 2026\car_img_4.jpg; images\Toyota Corolla 2026\car_img_5.jpg; images\Toyota Corolla 2026\car_img_6.jpg; images\Toyota_Corolla_Active_22507\img_1.jpg; images\Toyota_Corolla_Active_22507\img_2.jpg; images\Toyota_Corolla_Active_22507\img_3.jpg; images\Toyota_Corolla_Active_22507\img_4.png; images\Toyota_Corolla_Active_22507\img_5.jpg; images\Toyota_Corolla_Active_22507\img_6.jpg; images\Toyota_Corolla_Active_22507\img_7.jpg; images\Toyota_Corolla_Active_22507\img_8.jpg; images\Toyota_Corolla_Active_22507\img_9.jpg,Automatic,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2026,1250000,Comfort,images\Toyota Corolla 2026\car_img_1.jpg; images\Toyota Corolla 2026\car_img_2.jpg; images\Toyota Corolla 2026\car_img_3.jpg; images\Toyota Corolla 2026\car_img_4.jpg; images\Toyota Corolla 2026\car_img_5.jpg; images\Toyota Corolla 2026\car_img_6.jpg; images\Toyota_Corolla_Comfort_26661\img_1.jpg; images\Toyota_Corolla_Comfort_26661\img_2.jpg; images\Toyota_Corolla_Comfort_26661\img_3.jpg; images\Toyota_Corolla_Comfort_26661\img_4.jpg; images\Toyota_Corolla_Comfort_26661\img_5.jpg; images\Toyota_Corolla_Comfort_26661\img_6.jpg; images\Toyota_Corolla_Comfort_26661\img_7.png; images\Toyota_Corolla_Comfort_26661\img_8.jpg; images\Toyota_Corolla_Comfort_26661\img_9.jpg,Automatic,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2026,1500000,Elegance,images\Toyota Corolla 2026\car_img_1.jpg; images\Toyota Corolla 2026\car_img_2.jpg; images\Toyota Corolla 2026\car_img_3.jpg; images\Toyota Corolla 2026\car_img_4.jpg; images\Toyota Corolla 2026\car_img_5.jpg; images\Toyota Corolla 2026\car_img_6.jpg; images\Toyota_Corolla_Elegance_21816\img_1.jpg; images\Toyota_Corolla_Elegance_21816\img_2.jpg; images\Toyota_Corolla_Elegance_21816\img_3.png; images\Toyota_Corolla_Elegance_21816\img_4.jpg; images\Toyota_Corolla_Elegance_21816\img_5.jpg; images\Toyota_Corolla_Elegance_21816\img_6.jpg; images\Toyota_Corolla_Elegance_21816\img_7.jpg; images\Toyota_Corolla_Elegance_21816\img_8.jpg; images\Toyota_Corolla_Elegance_21816\img_9.jpg,Automatic,gas,Sedan,1600,120,154,,12,"1,780","4,630","1,435",2700,5,4,50,,6.8
Toyota,Corolla,2026,2000000,Hybrid,images\Toyota Corolla 2026\car_img_1.jpg; images\Toyota Corolla 2026\car_img_2.jpg; images\Toyota Corolla 2026\car_img_3.jpg; images\Toyota Corolla 2026\car_img_4.jpg; images\Toyota Corolla 2026\car_img_5.jpg; images\Toyota Corolla 2026\car_img_6.jpg; images\Toyota Corolla 2026\car_img_7.jpg; images\Toyota Corolla 2026\car_img_8.jpg; images\Toyota Corolla 2026\car_img_9.jpg; images\Toyota Corolla 2026\car_img_10.jpg; images\Toyota Corolla 2026\car_img_11.jpg; images\Toyota Corolla 2026\car_img_12.jpg; images\Toyota Corolla 2026\car_img_13.jpg,Automatic,,Sedan,,,,,,,,,,,,,,
