Brand,Model,Trim,Year,Price,Mileage,Color,Fuel Type,Body Shape,Transmission,Engine Capacity,Cylinder Count,Image Paths
Bmw,1-series,1 Series,2025,"2,900,000","6,500 KM",Black,Petrol,,-,"1,600",,images_yallamotor\bmw_1-series_2025_11118\img_1.jpg; images_yallamotor\bmw_1-series_2025_11118\img_2.jpg; images_yallamotor\bmw_1-series_2025_11118\img_3.jpg; images_yallamotor\bmw_1-series_2025_11118\img_4.jpg
Bmw,2-series-active-tourer,2 Series Active Tourer 218I,2015,"1,200,000","190,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_1.jpg; images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_2.jpg; images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_3.jpg; images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_4.jpg; images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_5.jpg; images_yallamotor\bmw_2-series-active-tourer_2015_58123\img_6.jpg
Bmw,2-series-active-tourer,2 Series Active Tourer 218I,2020,"1,350,000","88,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\bmw_2-series-active-tourer_2020_73298\img_1.jpg; images_yallamotor\bmw_2-series-active-tourer_2020_73298\img_2.jpg; images_yallamotor\bmw_2-series-active-tourer_2020_73298\img_3.jpg; images_yallamotor\bmw_2-series-active-tourer_2020_73298\img_4.jpg
Bmw,2-series-active-tourer,2 Series Active Tourer 218I,2020,"1,500,000","60,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\bmw_2-series-active-tourer_2020_87784\img_1.jpg; images_yallamotor\bmw_2-series-active-tourer_2020_87784\img_2.jpg
Bmw,2-series-active-tourer,2 Series Active Tourer,2021,"1,650,000","125,000 KM",White,Petrol,,-,"1,600",,images_yallamotor\bmw_2-series-active-tourer_2021_97651\img_1.jpg; images_yallamotor\bmw_2-series-active-tourer_2021_97651\img_2.jpg; images_yallamotor\bmw_2-series-active-tourer_2021_97651\img_3.jpg; images_yallamotor\bmw_2-series-active-tourer_2021_97651\img_4.jpg
Bmw,2-series-convertible,2 Series Convertible 218I,2015,"1,240,000","199,000 KM",White,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-convertible_2015_12202\img_1.jpg; images_yallamotor\bmw_2-series-convertible_2015_12202\img_2.jpg; images_yallamotor\bmw_2-series-convertible_2015_12202\img_3.jpg; images_yallamotor\bmw_2-series-convertible_2015_12202\img_4.jpg; images_yallamotor\bmw_2-series-convertible_2015_12202\img_5.jpg
Bentley,Mulsanne,6.75L 505 Hp,2011,"17,000,000","1,000 KM",Other,Petrol,,Automatic,"6,800",,images_yallamotor\bentley_mulsanne_2011_45636\img_1.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_2.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_3.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_4.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_5.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_6.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_7.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_8.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_9.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_10.jpg; images_yallamotor\bentley_mulsanne_2011_45636\img_11.jpg
Bestune,T77,Base/Standard,2023,"1,100,000","12,500 KM",Black,Petrol,,automatic,"1,500",,images_yallamotor\bestune_t77_2023_68863\img_1.jpg; images_yallamotor\bestune_t77_2023_68863\img_2.jpg; images_yallamotor\bestune_t77_2023_68863\img_3.jpg; images_yallamotor\bestune_t77_2023_68863\img_4.jpg
Bmw,1-series-hatchback,1 Series Hatchback,1992,"230,000","160,000 KM",Red,Petrol,,Automatic,"1,800",,images_yallamotor\bmw_1-series-hatchback_1992_82692\img_1.jpg; images_yallamotor\bmw_1-series-hatchback_1992_82692\img_2.png
Bmw,1-series-hatchback,1 Series Hatchback 118I,2020,"1,800,000","90,000 KM",Gray,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_1-series-hatchback_2020_93794\img_1.jpg; images_yallamotor\bmw_1-series-hatchback_2020_93794\img_2.jpg; images_yallamotor\bmw_1-series-hatchback_2020_93794\img_3.jpg; images_yallamotor\bmw_1-series-hatchback_2020_93794\img_4.jpg; images_yallamotor\bmw_1-series-hatchback_2020_93794\img_5.jpg; images_yallamotor\bmw_1-series-hatchback_2020_93794\img_6.jpg
Bmw,1-series-hatchback,1 Series Hatchback 118I 8 Speed Automatic Variable Transmission,2026,"114,723","5,000 KM",Pink,Petrol,,Manual,"1,600",,images_yallamotor\bmw_1-series-hatchback_2026_12521\img_1.jpg; images_yallamotor\bmw_1-series-hatchback_2026_12521\img_2.webp; images_yallamotor\bmw_1-series-hatchback_2026_12521\img_3.jpg; images_yallamotor\bmw_1-series-hatchback_2026_12521\img_4.jpg; images_yallamotor\bmw_1-series-hatchback_2026_12521\img_5.jpg
Bear,Mr-moon,Mr Moon 4X4,2020,"950,000","60,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\bear_mr-moon_2020_43776\img_1.jpg; images_yallamotor\bear_mr-moon_2020_43776\img_2.jpg; images_yallamotor\bear_mr-moon_2020_43776\img_3.jpg; images_yallamotor\bear_mr-moon_2020_43776\img_4.jpg; images_yallamotor\bear_mr-moon_2020_43776\img_5.jpg
Bear,Mr-moon,Mr Moon,2021,"800,000","93,000 KM",Beige,Petrol,,Automatic,-,,images_yallamotor\bear_mr-moon_2021_58895\img_1.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_2.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_3.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_4.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_5.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_6.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_7.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_8.jpeg; images_yallamotor\bear_mr-moon_2021_58895\img_9.jpeg
Bear,Mr-moon,Mr Moon 4X4,2021,"800,000","35,000 KM",Maroon,Petrol,,Automatic,"1,600",,images_yallamotor\bear_mr-moon_2021_84631\img_1.jpeg; images_yallamotor\bear_mr-moon_2021_84631\img_2.jpeg; images_yallamotor\bear_mr-moon_2021_84631\img_3.jpeg; images_yallamotor\bear_mr-moon_2021_84631\img_4.jpeg; images_yallamotor\bear_mr-moon_2021_84631\img_5.jpeg
Bear,Mr-moon,Mr Moon 4X4,2022,"1,550,000","40,000 KM",White,Petrol,,Automatic,4,,images_yallamotor\bear_mr-moon_2022_1279\img_1.jpg; images_yallamotor\bear_mr-moon_2022_1279\img_2.jpg; images_yallamotor\bear_mr-moon_2022_1279\img_3.jpg
Bear,Star-walker,Star Walker 6X6,2022,"950,000","85,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\bear_star-walker_2022_14252\img_1.jpg; images_yallamotor\bear_star-walker_2022_14252\img_2.jpg; images_yallamotor\bear_star-walker_2022_14252\img_3.jpg; images_yallamotor\bear_star-walker_2022_14252\img_4.jpg; images_yallamotor\bear_star-walker_2022_14252\img_5.jpg; images_yallamotor\bear_star-walker_2022_14252\img_6.jpg; images_yallamotor\bear_star-walker_2022_14252\img_7.jpg; images_yallamotor\bear_star-walker_2022_14252\img_8.jpg; images_yallamotor\bear_star-walker_2022_14252\img_9.jpg; images_yallamotor\bear_star-walker_2022_14252\img_10.jpg; images_yallamotor\bear_star-walker_2022_14252\img_11.jpg; images_yallamotor\bear_star-walker_2022_14252\img_12.jpg; images_yallamotor\bear_star-walker_2022_14252\img_13.jpg; images_yallamotor\bear_star-walker_2022_14252\img_14.jpg; images_yallamotor\bear_star-walker_2022_14252\img_15.jpg; images_yallamotor\bear_star-walker_2022_14252\img_16.jpg; images_yallamotor\bear_star-walker_2022_14252\img_17.jpg
Audi,Q7,40 Tfsi Cs Quattro (252 Hp),2022,"4,200,000","65,000 KM",Silver,Petrol,,Automatic,"1,984",,images_yallamotor\audi_q7_2022_39219\img_1.jpg; images_yallamotor\audi_q7_2022_39219\img_2.jpg; images_yallamotor\audi_q7_2022_39219\img_3.jpg; images_yallamotor\audi_q7_2022_39219\img_4.jpg; images_yallamotor\audi_q7_2022_39219\img_5.jpg; images_yallamotor\audi_q7_2022_39219\img_6.jpg; images_yallamotor\audi_q7_2022_39219\img_7.jpg
Baic,A1-sedan,A1 Sedan,2016,"320,000","122,000 KM",Gold,Petrol,,Manual,"1,300",,images_yallamotor\baic_a1-sedan_2016_56863\img_1.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_2.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_3.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_4.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_5.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_6.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_7.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_8.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_9.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_10.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_11.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_12.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_13.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_14.jpg; images_yallamotor\baic_a1-sedan_2016_56863\img_15.jpg
Baic,X35,Senova 1.5L Fashion,2016,"353,000","120,000 KM",Maroon,Petrol,,Automatic,"1,499",,images_yallamotor\baic_x35_2016_88781\img_1.jpg; images_yallamotor\baic_x35_2016_88781\img_2.jpg; images_yallamotor\baic_x35_2016_88781\img_3.jpg; images_yallamotor\baic_x35_2016_88781\img_4.jpg; images_yallamotor\baic_x35_2016_88781\img_5.jpg; images_yallamotor\baic_x35_2016_88781\img_6.jpg; images_yallamotor\baic_x35_2016_88781\img_7.jpg; images_yallamotor\baic_x35_2016_88781\img_8.jpg; images_yallamotor\baic_x35_2016_88781\img_9.jpg; images_yallamotor\baic_x35_2016_88781\img_10.jpg; images_yallamotor\baic_x35_2016_88781\img_11.jpg
Baic,X35,1.5T Fashion Plus,2018,"635,000","112,000 KM",Red,Petrol,,Automatic,"1,500",,images_yallamotor\baic_x35_2018_16140\img_1.jpg; images_yallamotor\baic_x35_2018_16140\img_2.jpg; images_yallamotor\baic_x35_2018_16140\img_3.jpg; images_yallamotor\baic_x35_2018_16140\img_4.jpg; images_yallamotor\baic_x35_2018_16140\img_5.jpg; images_yallamotor\baic_x35_2018_16140\img_6.jpg; images_yallamotor\baic_x35_2018_16140\img_7.jpg; images_yallamotor\baic_x35_2018_16140\img_8.jpg; images_yallamotor\baic_x35_2018_16140\img_9.jpg; images_yallamotor\baic_x35_2018_16140\img_10.jpg; images_yallamotor\baic_x35_2018_16140\img_11.jpg; images_yallamotor\baic_x35_2018_16140\img_12.jpg; images_yallamotor\baic_x35_2018_16140\img_13.jpg
Baic,X35,1.5T Fashion,2022,"950,000","48,000 KM",Red,Petrol,,CVT,"1,500",,images_yallamotor\baic_x35_2022_56741\img_1.jpg; images_yallamotor\baic_x35_2022_56741\img_2.jpg; images_yallamotor\baic_x35_2022_56741\img_3.jpg; images_yallamotor\baic_x35_2022_56741\img_4.jpg; images_yallamotor\baic_x35_2022_56741\img_5.jpg; images_yallamotor\baic_x35_2022_56741\img_6.jpg; images_yallamotor\baic_x35_2022_56741\img_7.jpg
Bmw,2-series-coupe,2 Series Coupe 218I,2016,"1,150,000","76,000 KM",Burgundy,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-coupe_2016_31705\img_1.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_2.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_3.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_4.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_5.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_6.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_7.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_8.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_9.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_10.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_11.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_12.jpg; images_yallamotor\bmw_2-series-coupe_2016_31705\img_13.jpg
Bmw,2-series-coupe,2 Series Coupe 218I,2016,"690,000","95,000 KM",Blue,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-coupe_2016_65205\img_1.jpg; images_yallamotor\bmw_2-series-coupe_2016_65205\img_2.jpg; images_yallamotor\bmw_2-series-coupe_2016_65205\img_3.jpg; images_yallamotor\bmw_2-series-coupe_2016_65205\img_4.jpg
Bmw,2-series-coupe,2 Series Coupe 218I,2021,"1,550,000","125,000 KM",White,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-coupe_2021_83421\img_1.jpg; images_yallamotor\bmw_2-series-coupe_2021_83421\img_2.jpg; images_yallamotor\bmw_2-series-coupe_2021_83421\img_3.jpg; images_yallamotor\bmw_2-series-coupe_2021_83421\img_4.jpg
Bmw,2-series-grand-coupe,2 Series Grand Coupe 218I Sport Line,2020,"1,750,000","45,000 KM",Blue,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_1.jpg; images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_2.jpg; images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_3.jpg; images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_4.jpg; images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_5.jpg; images_yallamotor\bmw_2-series-grand-coupe_2020_485\img_6.jpg
Bmw,2-series-grand-coupe,2 Series Grand Coupe 218I M Sport,2021,"2,800,000","45,000 KM",Black,Petrol,,Automatic,"1,499",,images_yallamotor\bmw_2-series-grand-coupe_2021_20162\img_1.jpeg; images_yallamotor\bmw_2-series-grand-coupe_2021_20162\img_2.jpeg
Bmw,2-series-grand-coupe,2 Series Grand Coupe,2024,"3,600,000","28,000 KM",Black,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_2-series-grand-coupe_2024_34888\img_1.jpg; images_yallamotor\bmw_2-series-grand-coupe_2024_34888\img_2.jpg; images_yallamotor\bmw_2-series-grand-coupe_2024_34888\img_3.jpg; images_yallamotor\bmw_2-series-grand-coupe_2024_34888\img_4.jpg; images_yallamotor\bmw_2-series-grand-coupe_2024_34888\img_5.jpg
Bmw,3-series-coupe,3 Series Coupe 320I,1980,"120,000","200,000 KM",White,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-coupe_1980_53678\img_1.jpg; images_yallamotor\bmw_3-series-coupe_1980_53678\img_2.jpg; images_yallamotor\bmw_3-series-coupe_1980_53678\img_3.jpg; images_yallamotor\bmw_3-series-coupe_1980_53678\img_4.jpg
Bmw,3-series-coupe,3 Series Coupe,2015,"1,100,000","104,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\bmw_3-series-coupe_2015_68778\img_1.jpeg; images_yallamotor\bmw_3-series-coupe_2015_68778\img_2.jpeg; images_yallamotor\bmw_3-series-coupe_2015_68778\img_3.jpeg; images_yallamotor\bmw_3-series-coupe_2015_68778\img_4.jpeg
Bmw,3-series-sedan,3 Series Sedan 320I,1989,"385,000","50,000 KM",Burgundy,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_1989_84772\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_1989_84772\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_1989_84772\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_1989_84772\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_1989_84772\img_5.jpeg
Bmw,3-series-sedan,3 Series Sedan 316I,1994,"340,000","200,000 KM",White,Petrol,,Manual,"1,600",,images_yallamotor\bmw_3-series-sedan_1994_3409\img_1.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_2.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_3.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_4.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_5.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_6.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_7.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_8.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_9.jpg; images_yallamotor\bmw_3-series-sedan_1994_3409\img_10.jpg
Bmw,3-series-sedan,3 Series Sedan 316I,1994,"330,000","100,000 KM",White,Petrol,,Manual,"1,600",,images_yallamotor\bmw_3-series-sedan_1994_36800\img_1.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_2.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_3.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_4.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_5.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_6.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_7.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_8.jpg; images_yallamotor\bmw_3-series-sedan_1994_36800\img_9.jpg
Bmw,3-series-sedan,3 Series Sedan 318I,1999,"415,000","250,000 KM",Burgundy,Petrol,,Automatic,"1,900",,images_yallamotor\bmw_3-series-sedan_1999_63141\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_1999_63141\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_1999_63141\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_1999_63141\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_1999_63141\img_5.jpeg
Bmw,3-series-sedan,3 Series 318I,2000,"520,000","280,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\bmw_3-series-sedan_2000_83855\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2000_83855\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2000_83855\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2000_83855\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2000_83855\img_5.jpg; images_yallamotor\bmw_3-series-sedan_2000_83855\img_6.jpg
Bmw,3-series-sedan,3 Series 318I,2002,"450,000","240,000 KM",Blue,Petrol,,Automatic,"1,800",,images_yallamotor\bmw_3-series-sedan_2002_5914\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_5.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_6.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_7.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_8.jpeg; images_yallamotor\bmw_3-series-sedan_2002_5914\img_9.jpeg
Bmw,3-series-sedan,3 Series Sedan 318I,2002,"600,000","96,000 KM",Gold,Petrol,,Manual,"2,000",,images_yallamotor\bmw_3-series-sedan_2002_34570\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2002_34570\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2002_34570\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2002_34570\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2002_34570\img_5.jpeg
Bmw,3-series-sedan,3 Series Sedan 318I,2010,"660,000","169,000 KM",Black,Petrol,,automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2010_83340\img_1.jpg
Bmw,3-series-sedan,3 Series 316I,2010,"970,000","21,700 KM",Black,Petrol,,Manual,"1,600",,images_yallamotor\bmw_3-series-sedan_2010_91680\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_5.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_6.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_7.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_8.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_9.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_10.jpeg; images_yallamotor\bmw_3-series-sedan_2010_91680\img_11.jpeg
Bmw,3-series-sedan,3 Series Sedan 316I,2010,"850,000","315,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\bmw_3-series-sedan_2010_21946\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2010_21946\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2010_21946\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2010_21946\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2010_21946\img_5.jpeg
Bmw,3-series-sedan,3 Series Sedan 316I,2010,"850,000","127,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\bmw_3-series-sedan_2010_36757\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2010_36757\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2010_36757\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2010_36757\img_4.jpg
Bmw,3-series-sedan,3 Series Sedan 316I,2010,"750,000","380,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\bmw_3-series-sedan_2010_50200\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2010_50200\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2010_50200\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2010_50200\img_4.jpg
Bmw,3-series-sedan,3 Series Sedan 318I,2005,"550,000","170,000 KM",Black,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2005_66720\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2005_66720\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2005_66720\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2005_66720\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2005_66720\img_5.jpg
Bmw,3-series-sedan,3 Series 320I,2006,"660,000","370,000 KM",Black,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2006_82292\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2006_82292\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2006_82292\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2006_82292\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2006_82292\img_5.jpg
Bmw,3-series-sedan,3 Series 316I,2007,"460,000","155,000 KM",Gray,Petrol,,Manual,"1,593",,images_yallamotor\bmw_3-series-sedan_2007_99755\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_5.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_6.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_7.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_8.jpg; images_yallamotor\bmw_3-series-sedan_2007_99755\img_9.jpg
Bmw,3-series-sedan,3 Series 320I,2008,"620,000","193,000 KM",Silver,Petrol,,Automatic,"1,997",,images_yallamotor\bmw_3-series-sedan_2008_25080\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_5.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_6.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_7.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_8.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_9.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_10.jpeg; images_yallamotor\bmw_3-series-sedan_2008_25080\img_11.jpeg
Bmw,3-series-sedan,3 Series Sedan 320I,2009,"850,000","266,000 KM",Gray,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2009_53135\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2009_53135\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2009_53135\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2009_53135\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2009_53135\img_5.jpg
Bmw,3-series-sedan,3 Series Sedan 316I,2011,"2,300,000","60,000 KM",Black,Petrol,,Manual,"1,600",,images_yallamotor\bmw_3-series-sedan_2011_33310\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_5.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_6.jpeg; images_yallamotor\bmw_3-series-sedan_2011_33310\img_7.jpeg
Bmw,3-series-sedan,3 Series 316I,2012,"950,000","200,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\bmw_3-series-sedan_2012_53786\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2012_53786\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2012_53786\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2012_53786\img_4.jpg; images_yallamotor\bmw_3-series-sedan_2012_53786\img_5.jpg
Bmw,3-series-sedan,3 Series 335I,2013,"2,300,000","124,000 KM",Gray,Petrol,,Automatic,"2,979",,images_yallamotor\bmw_3-series-sedan_2013_71756\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2013_71756\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2013_71756\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2013_71756\img_4.jpg
Bmw,3-series-sedan,3 Series 320I,2013,"1,020,000","170,000 KM",Black,Petrol,,Automatic,"1,997",,images_yallamotor\bmw_3-series-sedan_2013_86973\img_1.jpg; images_yallamotor\bmw_3-series-sedan_2013_86973\img_2.jpg; images_yallamotor\bmw_3-series-sedan_2013_86973\img_3.jpg; images_yallamotor\bmw_3-series-sedan_2013_86973\img_4.jpg
Bmw,3-series-sedan,3 Series Sedan 320I,2013,"1,425,000","200,000 KM",Silver,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2013_1033\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_2.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_3.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_4.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_5.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_6.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_7.jpeg; images_yallamotor\bmw_3-series-sedan_2013_1033\img_8.jpeg
Bmw,3-series-sedan,3 Series Sedan 320I 8 Speed Automatic Transmission,2013,"1,130,000","185,000 KM",Gray,Petrol,,Automatic,"2,000",,images_yallamotor\bmw_3-series-sedan_2013_35176\img_1.jpeg; images_yallamotor\bmw_3-series-sedan_2013_35176\img_2.jpeg
