Brand,Model,Trim,Year,Price,Mileage,Color,Fuel Type,Body Shape,Transmission,Engine Capacity,Cylinder Count,Image Paths
Mercedes-benz,C-class,C 180,2012,"1,470,000","150,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2012_72636\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2012_72636\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2012_72636\img_3.jpg
Mercedes-benz,C-class,C280,2008,"1,150,000","319,000 KM",Blue,Petrol,,Automatic,"3,000",,images_yallamotor\mercedes-benz_c-class_2008_2538\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2008_2538\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2008_2538\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2008_2538\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2008_2538\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2008_2538\img_6.jpg
Mercedes-benz,C-class,C280,2008,"980,000","320,000 KM",Blue,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2008_19763\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2008_19763\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2008_19763\img_3.jpg
Mercedes-benz,C-class,C280,2008,"965,000","320,000 KM",Other,Petrol,,Automatic,"3,000",,images_yallamotor\mercedes-benz_c-class_2008_41462\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_7.jpg; images_yallamotor\mercedes-benz_c-class_2008_41462\img_8.jpg
Mercedes-benz,C-class,C 180,2009,"1,250,000","97,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2009_62466\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2009_62466\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2009_62466\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2009_62466\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2009_62466\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2009_62466\img_6.jpeg
Mercedes-benz,C-class,C 180,2009,"1,000,000","190,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2009_79856\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_10.jpeg; images_yallamotor\mercedes-benz_c-class_2009_79856\img_11.jpeg
Mercedes-benz,C-class,C 180,2009,"800,000","350,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2009_14560\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2009_14560\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2009_14560\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2009_14560\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2009_14560\img_5.jpg
Mercedes-benz,C-class,C 200,2009,"1,190,000","169,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2009_30802\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_7.jpg; images_yallamotor\mercedes-benz_c-class_2009_30802\img_8.jpg
Mercedes-benz,C-class,C 180,2010,"950,000","296,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2010_50585\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_10.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_11.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_12.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_13.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_14.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_15.jpeg; images_yallamotor\mercedes-benz_c-class_2010_50585\img_16.jpeg
Mercedes-benz,C-class,C 180,2010,"850,000","180,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2010_85215\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2010_85215\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2010_85215\img_3.jpg
Mercedes-benz,C-class,C 180,2010,"1,100,000","130,000 KM",Beige,Petrol,,Manual,"1,600",,images_yallamotor\mercedes-benz_c-class_2010_95688\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2010_95688\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2010_95688\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2010_95688\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2010_95688\img_5.jpeg
Mercedes-benz,C-class,C 180,2010,"950,000","187,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2010_14024\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2010_14024\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2010_14024\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2010_14024\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2010_14024\img_5.jpg
Mercedes-benz,C-class,C 180,2010,"950,000","310,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2010_30339\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_10.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_11.jpeg; images_yallamotor\mercedes-benz_c-class_2010_30339\img_12.jpeg
Mercedes-benz,C-class,C 250,2010,"1,300,000","160,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2010_58391\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2010_58391\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2010_58391\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2010_58391\img_4.jpg
Mercedes-benz,C-class,C 180,2010,"1,050,000","133,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2010_72792\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_7.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_8.jpg; images_yallamotor\mercedes-benz_c-class_2010_72792\img_9.jpg
Mercedes-benz,C-class,C 180,2011,"1,100,000","312,700 KM",Beige,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2011_94610\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2011_94610\img_7.jpg
Mercedes-benz,C-class,C 180,2015,"1,690,000","55,000 KM",Silver,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2015_99577\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2015_99577\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2015_99577\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2015_99577\img_4.jpg
Mercedes-benz,C-class,C 180,2016,"1,685,000","159,000 KM",Silver,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2016_13942\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2016_13942\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2016_13942\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2016_13942\img_4.jpg
Mercedes-benz,C-class,C 180,2016,"1,510,000","159,000 KM",Gray,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2016_26627\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2016_26627\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2016_26627\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2016_26627\img_4.jpg
Mercedes-benz,C-class,C 180,2017,"1,870,000","146,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2017_38667\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2017_38667\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2017_38667\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2017_38667\img_4.jpg
Mercedes-benz,C-class,C 200,2013,"1,430,000","162,000 KM",Gray,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2013_64457\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2013_64457\img_10.jpeg
Mercedes-benz,C-class,C 180,2013,"1,375,000","174,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2013_89910\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2013_89910\img_9.jpeg
Mercedes-benz,C-class,C 180,2013,"1,650,000","170,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2013_12305\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2013_12305\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2013_12305\img_3.jpg
Mercedes-benz,C-class,C 180,2013,"1,350,000","218,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2013_23336\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2013_23336\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2013_23336\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2013_23336\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2013_23336\img_5.jpg
Mercedes-benz,C-class,C 180,2015,"1,700,000","196,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2015_38431\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2015_38431\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2015_38431\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2015_38431\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2015_38431\img_5.jpeg
Mercedes-benz,C-class,C 180,2018,"2,500,000","40,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2018_9912\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2018_9912\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2018_9912\img_3.jpg
Mercedes-benz,C-class,C 180,2018,"1,875,000","138,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2018_21703\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2018_21703\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2018_21703\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2018_21703\img_4.jpg
Mercedes-benz,C-class,C 180,2018,"2,000,000","40,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2018_34046\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2018_34046\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2018_34046\img_3.jpg
Mercedes-benz,C-class,C 180,2018,"1,830,000","138,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2018_44952\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2018_44952\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2018_44952\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2018_44952\img_4.jpg
Mercedes-benz,C-class,C 180,2018,"2,400,000","60,000 KM",Silver,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2018_58848\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2018_58848\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2018_58848\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2018_58848\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2018_58848\img_5.jpg
Mercedes-benz,C-class,C 180,2019,"1,855,000","117,000 KM",Silver,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_16767\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_16767\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_16767\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_16767\img_4.jpg
Mercedes-benz,C-class,C 180,2019,"2,160,000","98,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_29360\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_29360\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_29360\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_29360\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2019_29360\img_5.jpg
Mercedes-benz,C-class,C 180,2019,"2,190,000","90,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_43285\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_43285\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_43285\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_43285\img_4.jpg
Mercedes-benz,C-class,C 180,2019,"2,190,000","90,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_57863\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_57863\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_57863\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_57863\img_4.jpg
Mercedes-benz,C-class,C 180,2019,"2,155,000","98,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_70917\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_70917\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_70917\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_70917\img_4.jpg
Mercedes-benz,C-class,C 180,2019,"2,450,000","115,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_16311\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_16311\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_16311\img_3.jpg
Mercedes-benz,C-class,C 180,2019,"2,450,000","115,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_27669\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_27669\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_27669\img_3.jpg
Mercedes-benz,C-class,C 180,2019,"2,450,000","110,000 KM",White,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_38862\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_7.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_8.jpg; images_yallamotor\mercedes-benz_c-class_2019_38862\img_9.jpg
Mercedes-benz,C-class,C 180,2019,"2,350,000","70,000 KM",White,Petrol,,Manual,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_61031\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2019_61031\img_7.jpg
Mercedes-benz,C-class,C 180,2019,"2,400,000","81,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2019_79063\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2019_79063\img_8.jpeg
Mercedes-benz,C-class,C 180,2019,"1,910,000","150,000 KM",Silver,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_55957\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_55957\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_55957\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_55957\img_4.jpg
Mercedes-benz,C-class,C 180,2019,"1,810,000","150,000 KM",Gray,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_69167\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_69167\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_69167\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_69167\img_4.jpg
Mercedes-benz,C-class,C 200,2019,"1,950,000","78,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_81586\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_5.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_6.jpg; images_yallamotor\mercedes-benz_c-class_2019_81586\img_7.jpg
Mercedes-benz,C-class,C 200,2019,"2,080,000","180,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_99646\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2019_99646\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2019_99646\img_3.jpg
Mercedes-benz,C-class,C 180,2019,"3,350,000","75,000 KM",Other,Petrol,,Manual,"1,800",,images_yallamotor\mercedes-benz_c-class_2019_10473\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_10.jpeg; images_yallamotor\mercedes-benz_c-class_2019_10473\img_11.jpeg
Mercedes-benz,C-class,C300,2020,"3,750,000","7,000 KM",White,Petrol,,Automatic,"2,000",,images_yallamotor\mercedes-benz_c-class_2020_76954\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_76954\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_76954\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_76954\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2020_76954\img_5.jpg
Mercedes-benz,C-class,C 180,2020,"2,000,000","40,000 KM",Black,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2020_93819\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_93819\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_93819\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_93819\img_4.jpg
Mercedes-benz,C-class,C 200,2020,"2,180,000","135,000 KM",Blue,Petrol,,Automatic,"1,800",,images_yallamotor\mercedes-benz_c-class_2020_8172\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_8172\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_8172\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_8172\img_4.jpg
Mercedes-benz,C-class,C 180,2020,"2,050,000","111,000 KM",Gold,Petrol,,Automatic,"1,500",,images_yallamotor\mercedes-benz_c-class_2020_21173\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_21173\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_21173\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_21173\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2020_21173\img_5.jpg
Mercedes-benz,C-class,C 200,2021,"2,500,000","30,000 KM",Blue,Petrol,,automatic,"1,500",,images_yallamotor\mercedes-benz_c-class_2021_36351\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2021_36351\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2021_36351\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2021_36351\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2021_36351\img_5.jpg
Mercedes-benz,C-class,C 200,2019,"2,400,000","100,500 KM",White,Petrol,,Automatic,"1,500",,images_yallamotor\mercedes-benz_c-class_2019_56378\img_1.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_2.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_3.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_4.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_5.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_6.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_7.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_8.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_9.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_10.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_11.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_12.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_13.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_14.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_15.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_16.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_17.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_18.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_19.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_20.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_21.jpeg; images_yallamotor\mercedes-benz_c-class_2019_56378\img_22.jpeg
Mercedes-benz,C-class,C 180,2020,"2,600,000","39,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\mercedes-benz_c-class_2020_3232\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_3232\img_2.jpg
Mercedes-benz,C-class,C 300,2020,"2,550,000","110,000 KM",Black,Petrol,,Automatic,"2,000",,images_yallamotor\mercedes-benz_c-class_2020_12304\img_1.jpg
Mercedes-benz,C-class,C 300,2020,"3,750,000","7,000 KM",White,Petrol,,Automatic,"2,000",,images_yallamotor\mercedes-benz_c-class_2020_20169\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_20169\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_20169\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_20169\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2020_20169\img_5.jpg
Mercedes-benz,C-class,C 300,2020,"3,750,000","7,000 KM",White,Petrol,,Automatic,"2,000",,images_yallamotor\mercedes-benz_c-class_2020_36349\img_1.jpg; images_yallamotor\mercedes-benz_c-class_2020_36349\img_2.jpg; images_yallamotor\mercedes-benz_c-class_2020_36349\img_3.jpg; images_yallamotor\mercedes-benz_c-class_2020_36349\img_4.jpg; images_yallamotor\mercedes-benz_c-class_2020_36349\img_5.jpg
