Car Title,Brand,Model,Price,Year,Trim,Transmission,Fuel Type,Body Type,Power,Speeds,Horsepower,Fuel,Consumption,Width,Length,Height,Wheel Base,Seats,Number of Cylinders,Fuel Tank Capacity,Torque,Acceleration,Image Paths,URL
Fiat 500 X 2026 A/T / Cross New Cash or Installment,Fiat,500X,"954,900 EGP",2026,Cross,automatic,gas,SUV,1400,6,140,92,5.7,"1,796","4,269","1,608",N/A,5,4,48,230,12.3,images\Fiat_500X_Cross_91212\img_1.jpg; images\Fiat_500X_Cross_91212\img_2.jpg; images\Fiat_500X_Cross_91212\img_3.jpg; images\Fiat_500X_Cross_91212\img_4.png; images\Fiat_500X_Cross_91212\img_5.jpg; images\Fiat_500X_Cross_91212\img_6.jpg; images\Fiat_500X_Cross_91212\img_7.png; images\Fiat_500X_Cross_91212\img_8.jpg,https://eg.hatla2ee.com/en/new-car/fiat/500X/50943
Fiat Tipo 2025 manual / Entry‏ New Cash or Installment,Fiat,Tipo,"694,900 EGP",2025,Entry,manual,gas,Sedan,1400,6,95,92,5.7,"1,790","4,540","1,490",2636,5,4,45,127,11.5,images\Fiat_Tipo_Entry_96137\img_1.png; images\Fiat_Tipo_Entry_96137\img_2.png; images\Fiat_Tipo_Entry_96137\img_3.jpg; images\Fiat_Tipo_Entry_96137\img_4.jpg; images\Fiat_Tipo_Entry_96137\img_5.jpg; images\Fiat_Tipo_Entry_96137\img_6.jpg; images\Fiat_Tipo_Entry_96137\img_7.jpg,https://eg.hatla2ee.com/en/new-car/fiat/tipo/49858
Fiat Tipo 2025 manual / Entry‏ Plus‏ New Cash or Installment,Fiat,Tipo,"744,900 EGP",2025,Entry‏ Plus,manual,gas,Sedan,1400,6,95,92,5.7,"1,790","4,540","1,490",2636,5,4,45,127,11.5,images\Fiat_Tipo_Entry‏_Plus_99418\img_1.jpg; images\Fiat_Tipo_Entry‏_Plus_99418\img_2.jpg; images\Fiat_Tipo_Entry‏_Plus_99418\img_3.jpg; images\Fiat_Tipo_Entry‏_Plus_99418\img_4.png; images\Fiat_Tipo_Entry‏_Plus_99418\img_5.jpg; images\Fiat_Tipo_Entry‏_Plus_99418\img_6.png; images\Fiat_Tipo_Entry‏_Plus_99418\img_7.png,https://eg.hatla2ee.com/en/new-car/fiat/tipo/50568
Fiat Tipo 2025 Manual / MID New Cash or Installment,Fiat,Tipo,"794,900 EGP",2025,MID,manual,gas,Sedan,1400,6,95,92,5.7,"1,790","4,540","1,490",2636,5,4,45,127,11.5,images\Fiat_Tipo_MID_90694\img_1.png; images\Fiat_Tipo_MID_90694\img_2.png; images\Fiat_Tipo_MID_90694\img_3.jpg; images\Fiat_Tipo_MID_90694\img_4.jpg; images\Fiat_Tipo_MID_90694\img_5.jpg; images\Fiat_Tipo_MID_90694\img_6.jpg; images\Fiat_Tipo_MID_90694\img_7.png,https://eg.hatla2ee.com/en/new-car/fiat/tipo/50579
Ford Focus 2023 A/T / Trend 4d New Cash or Installment,Ford,Focus,"1,290,000 EGP",2023,Trend 4d,automatic,gas,Sedan,1500,6,120,92,N/A,"1,825","4,647","1,471",N/A,5,3,N/A,151,N/A,images\Ford_Focus_Trend_4d_94752\img_1.png; images\Ford_Focus_Trend_4d_94752\img_2.jpg; images\Ford_Focus_Trend_4d_94752\img_3.jpg; images\Ford_Focus_Trend_4d_94752\img_4.jpg; images\Ford_Focus_Trend_4d_94752\img_5.jpg; images\Ford_Focus_Trend_4d_94752\img_6.jpg; images\Ford_Focus_Trend_4d_94752\img_7.jpg; images\Ford_Focus_Trend_4d_94752\img_8.jpg; images\Ford_Focus_Trend_4d_94752\img_9.png,https://eg.hatla2ee.com/en/new-car/ford/focus/39681
Ford Focus 2023 A/T / Connected 4d New Cash or Installment,Ford,Focus,"1,350,000 EGP",2023,Connected 4d,automatic,gas,Sedan,1500,6,120,92,N/A,"1,825","4,647","1,471",N/A,5,3,N/A,151,N/A,images\Ford_Focus_Connected_4d_98595\img_1.png; images\Ford_Focus_Connected_4d_98595\img_2.jpg; images\Ford_Focus_Connected_4d_98595\img_3.jpg; images\Ford_Focus_Connected_4d_98595\img_4.jpg; images\Ford_Focus_Connected_4d_98595\img_5.jpg; images\Ford_Focus_Connected_4d_98595\img_6.png; images\Ford_Focus_Connected_4d_98595\img_7.jpg; images\Ford_Focus_Connected_4d_98595\img_8.jpg; images\Ford_Focus_Connected_4d_98595\img_9.jpg,https://eg.hatla2ee.com/en/new-car/ford/focus/39682
Ford Focus 2023 A/T / Titanium 4d New Cash or Installment,Ford,Focus,"1,385,000 EGP",2023,Titanium 4d,automatic,gas,Sedan,1500,6,120,92,N/A,"1,825","4,647","1,471",N/A,5,3,N/A,151,N/A,images\Ford_Focus_Titanium_4d_2181\img_1.jpg; images\Ford_Focus_Titanium_4d_2181\img_2.png; images\Ford_Focus_Titanium_4d_2181\img_3.jpg; images\Ford_Focus_Titanium_4d_2181\img_4.jpg; images\Ford_Focus_Titanium_4d_2181\img_5.png; images\Ford_Focus_Titanium_4d_2181\img_6.jpg; images\Ford_Focus_Titanium_4d_2181\img_7.jpg; images\Ford_Focus_Titanium_4d_2181\img_8.jpg; images\Ford_Focus_Titanium_4d_2181\img_9.jpg,https://eg.hatla2ee.com/en/new-car/ford/focus/39685
Ford Focus 2023 A/T / Connected 5d New Cash or Installment,Ford,Focus,"1,325,000 EGP",2023,Connected 5d,automatic,gas,Hatchback,1500,6,120,92,N/A,0,N/A,N/A,N/A,5,3,N/A,151,N/A,images\Ford_Focus_Connected_5d_6156\img_1.jpg; images\Ford_Focus_Connected_5d_6156\img_2.jpg; images\Ford_Focus_Connected_5d_6156\img_3.jpg; images\Ford_Focus_Connected_5d_6156\img_4.png; images\Ford_Focus_Connected_5d_6156\img_5.jpg; images\Ford_Focus_Connected_5d_6156\img_6.jpg; images\Ford_Focus_Connected_5d_6156\img_7.jpg; images\Ford_Focus_Connected_5d_6156\img_8.jpg; images\Ford_Focus_Connected_5d_6156\img_9.png,https://eg.hatla2ee.com/en/new-car/ford/focus/39687
Forthing T5 2026 A/T / EV New Cash or Installment,Forthing,T5,"1,250,000 EGP",2026,EV,automatic,Electric,SUV,N/A,N/A,201,N/A,N/A,"1,860","4,565","1,690",2715,5,N/A,N/A,340,N/A,images\Forthing_T5_EV_94208\img_1.jpg; images\Forthing_T5_EV_94208\img_2.jpg; images\Forthing_T5_EV_94208\img_3.jpg; images\Forthing_T5_EV_94208\img_4.png; images\Forthing_T5_EV_94208\img_5.jpg; images\Forthing_T5_EV_94208\img_6.jpg; images\Forthing_T5_EV_94208\img_7.jpg; images\Forthing_T5_EV_94208\img_8.jpg; images\Forthing_T5_EV_94208\img_9.jpg; images\Forthing_T5_EV_94208\img_10.jpg; images\Forthing_T5_EV_94208\img_11.jpg,https://eg.hatla2ee.com/en/new-car/forthing/T5/51050
Forthing V9 2026 A/T / PHEV New Cash or Installment,Forthing,V9,"2,700,000 EGP",2026,PHEV,automatic,Plug-in Hybrid,MiniVans,1500,N/A,202,95,N/A,"1,920","5,248","1,820",3018,7,4,58,540,N/A,images\Forthing_V9_PHEV_98204\img_1.png; images\Forthing_V9_PHEV_98204\img_2.jpg; images\Forthing_V9_PHEV_98204\img_3.png; images\Forthing_V9_PHEV_98204\img_4.jpg; images\Forthing_V9_PHEV_98204\img_5.png; images\Forthing_V9_PHEV_98204\img_6.png; images\Forthing_V9_PHEV_98204\img_7.png; images\Forthing_V9_PHEV_98204\img_8.jpg; images\Forthing_V9_PHEV_98204\img_9.jpg; images\Forthing_V9_PHEV_98204\img_10.jpg,https://eg.hatla2ee.com/en/new-car/forthing/v9/51045
GAC Emkoo 2025 Automtic / Gs New Cash or Installment,Gac,Emkoo,"1,345,000 EGP",2025,Gs,DSG,gas,SUV,1500,7,177,95,N/A,"1,901","4,680","1,670",2750,5,4,55,270,N/A,images\Gac_Emkoo_Gs_2082\img_1.png; images\Gac_Emkoo_Gs_2082\img_2.jpg; images\Gac_Emkoo_Gs_2082\img_3.jpg; images\Gac_Emkoo_Gs_2082\img_4.jpg; images\Gac_Emkoo_Gs_2082\img_5.jpg; images\Gac_Emkoo_Gs_2082\img_6.jpg; images\Gac_Emkoo_Gs_2082\img_7.jpg,https://eg.hatla2ee.com/en/new-car/gac/Emkoo/50146
GAC Emkoo 2025 Automtic / GE New Cash or Installment,Gac,Emkoo,"1,455,000 EGP",2025,GE,DSG,gas,SUV,1500,7,177,95,N/A,"1,901","4,680","1,670",2750,5,4,55,270,N/A,images\Gac_Emkoo_GE_5195\img_1.jpg; images\Gac_Emkoo_GE_5195\img_2.jpg; images\Gac_Emkoo_GE_5195\img_3.jpg; images\Gac_Emkoo_GE_5195\img_4.jpg; images\Gac_Emkoo_GE_5195\img_5.png; images\Gac_Emkoo_GE_5195\img_6.jpg; images\Gac_Emkoo_GE_5195\img_7.jpg,https://eg.hatla2ee.com/en/new-car/gac/Emkoo/50147
GAC Emkoo 2025 Automtic / GL New Cash or Installment,Gac,Emkoo,"1,570,000 EGP",2025,GL,DSG,gas,SUV,1500,7,177,95,N/A,"1,901","4,680","1,670",2750,5,4,55,270,N/A,images\Gac_Emkoo_GL_8031\img_1.jpg; images\Gac_Emkoo_GL_8031\img_2.jpg; images\Gac_Emkoo_GL_8031\img_3.png; images\Gac_Emkoo_GL_8031\img_4.jpg; images\Gac_Emkoo_GL_8031\img_5.jpg; images\Gac_Emkoo_GL_8031\img_6.jpg; images\Gac_Emkoo_GL_8031\img_7.jpg,https://eg.hatla2ee.com/en/new-car/gac/Emkoo/50149
Ford Focus 2023 A/T / Titanium 5Dr New Cash or Installment,Ford,Focus,"1,365,000 EGP",2023,Titanium 5Dr,automatic,gas,Hatchback,1500,6,120,92,N/A,0,N/A,N/A,N/A,5,3,N/A,151,N/A,images\Ford_Focus_Titanium_5Dr_92773\img_1.png; images\Ford_Focus_Titanium_5Dr_92773\img_2.png; images\Ford_Focus_Titanium_5Dr_92773\img_3.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_4.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_5.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_6.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_7.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_8.jpg; images\Ford_Focus_Titanium_5Dr_92773\img_9.jpg,https://eg.hatla2ee.com/en/new-car/ford/focus/39691
Forthing S7 2026 A/T / EV New Cash or Installment,Forthing,Forthing S7,"1,170,000 EGP",2026,EV,automatic,Electric,Sedan,N/A,N/A,206,N/A,N/A,"1,915","4,935","1,495",2915,5,N/A,N/A,310,N/A,images\Forthing_Forthing_S7_EV_96752\img_1.jpg; images\Forthing_Forthing_S7_EV_96752\img_2.jpg; images\Forthing_Forthing_S7_EV_96752\img_3.png; images\Forthing_Forthing_S7_EV_96752\img_4.jpg; images\Forthing_Forthing_S7_EV_96752\img_5.png; images\Forthing_Forthing_S7_EV_96752\img_6.png; images\Forthing_Forthing_S7_EV_96752\img_7.png; images\Forthing_Forthing_S7_EV_96752\img_8.jpg; images\Forthing_Forthing_S7_EV_96752\img_9.png,https://eg.hatla2ee.com/en/new-car/forthing/Forthing-S7/51046
Forthing S7 2026 A/T / REEV New Cash or Installment,Forthing,Forthing S7,"1,260,000 EGP",2026,REEV,automatic,Plug-in Hybrid,Sedan,1500,N/A,206,95,N/A,"1,915","4,935","1,495",2915,5,4,45,310,N/A,images\Forthing_Forthing_S7_REEV_1276\img_1.png; images\Forthing_Forthing_S7_REEV_1276\img_2.jpg; images\Forthing_Forthing_S7_REEV_1276\img_3.jpg; images\Forthing_Forthing_S7_REEV_1276\img_4.png; images\Forthing_Forthing_S7_REEV_1276\img_5.jpg; images\Forthing_Forthing_S7_REEV_1276\img_6.png; images\Forthing_Forthing_S7_REEV_1276\img_7.jpg; images\Forthing_Forthing_S7_REEV_1276\img_8.png; images\Forthing_Forthing_S7_REEV_1276\img_9.png,https://eg.hatla2ee.com/en/new-car/forthing/Forthing-S7/51047
Forthing T5 2026 A/T / EVO New Cash or Installment,Forthing,T5,"1,070,000 EGP",2026,EVO,DSG,gas,SUV,1500,7,197,95,6.6,"1,860","4,565","1,690",2715,5,4,55,285,N/A,images\Forthing_T5_EVO_5195\img_1.jpg; images\Forthing_T5_EVO_5195\img_2.png; images\Forthing_T5_EVO_5195\img_3.jpg; images\Forthing_T5_EVO_5195\img_4.jpg; images\Forthing_T5_EVO_5195\img_5.jpg; images\Forthing_T5_EVO_5195\img_6.jpg; images\Forthing_T5_EVO_5195\img_7.jpg; images\Forthing_T5_EVO_5195\img_8.jpg,https://eg.hatla2ee.com/en/new-car/forthing/T5/51048
Forthing T5 2026 A/T / REEV New Cash or Installment,Forthing,T5,"1,270,000 EGP",2026,REEV,automatic,Plug-in Hybrid,SUV,1500,N/A,161,95,N/A,"1,860","4,565","1,690",2715,5,4,43,240,N/A,images\Forthing_T5_REEV_8802\img_1.jpg; images\Forthing_T5_REEV_8802\img_2.jpg; images\Forthing_T5_REEV_8802\img_3.jpg; images\Forthing_T5_REEV_8802\img_4.jpg; images\Forthing_T5_REEV_8802\img_5.jpg; images\Forthing_T5_REEV_8802\img_6.jpg; images\Forthing_T5_REEV_8802\img_7.jpg; images\Forthing_T5_REEV_8802\img_8.jpg; images\Forthing_T5_REEV_8802\img_9.jpg; images\Forthing_T5_REEV_8802\img_10.png; images\Forthing_T5_REEV_8802\img_11.jpg,https://eg.hatla2ee.com/en/new-car/forthing/T5/51049
GAC Empow 2026 A/T / GS New Cash or Installment,Gac,Empow,"995,000 EGP",2026,GS,DSG,gas,Sedan,1500,7,170,95,N/A,"1,850","4,700","1,432",N/A,5,4,47,270,N/A,images\Gac_Empow_GS_99641\img_1.png; images\Gac_Empow_GS_99641\img_2.jpg; images\Gac_Empow_GS_99641\img_3.jpg; images\Gac_Empow_GS_99641\img_4.jpg; images\Gac_Empow_GS_99641\img_5.jpg; images\Gac_Empow_GS_99641\img_6.jpg; images\Gac_Empow_GS_99641\img_7.png; images\Gac_Empow_GS_99641\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/Empow/50129
GAC Empow 2026 A/T / GE S-Style New Cash or Installment,Gac,Empow,"1,199,000 EGP",2026,GE S-Style,DSG,gas,Sedan,1500,7,170,95,N/A,"1,850","4,700","1,432",2730,5,4,47,270,N/A,images\Gac_Empow_GE_S-Style_3369\img_1.jpg; images\Gac_Empow_GE_S-Style_3369\img_2.jpg; images\Gac_Empow_GE_S-Style_3369\img_3.png; images\Gac_Empow_GE_S-Style_3369\img_4.jpg; images\Gac_Empow_GE_S-Style_3369\img_5.jpg; images\Gac_Empow_GE_S-Style_3369\img_6.jpg; images\Gac_Empow_GE_S-Style_3369\img_7.png; images\Gac_Empow_GE_S-Style_3369\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/Empow/50135
GAC Empow 2026 A/T / GB New Cash or Installment,Gac,Empow,"1,099,000 EGP",2026,GB,DSG,gas,Sedan,1500,7,170,95,N/A,"1,850","4,700","1,432",2730,5,4,47,270,N/A,images\Gac_Empow_GB_6929\img_1.png; images\Gac_Empow_GB_6929\img_2.jpg; images\Gac_Empow_GB_6929\img_3.jpg; images\Gac_Empow_GB_6929\img_4.jpg; images\Gac_Empow_GB_6929\img_5.jpg; images\Gac_Empow_GB_6929\img_6.png; images\Gac_Empow_GB_6929\img_7.jpg; images\Gac_Empow_GB_6929\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/Empow/50985
GAC GS3 Emzoom 2026 Automtic /GS New Cash or Installment,Gac,Gs3++Emzoom,"920,000 EGP",2026,GS,DSG,gas,SUV,1500,7,177,95,N/A,"1,850","4,446","1,600",2650,5,4,47,270,N/A,images\Gac_Gs3++Emzoom_GS_10101\img_1.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_2.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_3.png; images\Gac_Gs3++Emzoom_GS_10101\img_4.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_5.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_6.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_7.jpg; images\Gac_Gs3++Emzoom_GS_10101\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS3++Emzoom/50137
GAC GS3 Emzoom 2026 Automtic / GB New Cash or Installment,Gac,Gs3++Emzoom,"1,029,000 EGP",2026,GB,DSG,gas,SUV,1500,7,177,95,N/A,"1,850","4,350","1,600",2650,5,4,47,270,N/A,images\Gac_Gs3++Emzoom_GB_17321\img_1.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_2.png; images\Gac_Gs3++Emzoom_GB_17321\img_3.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_4.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_5.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_6.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_7.jpg; images\Gac_Gs3++Emzoom_GB_17321\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS3++Emzoom/50140
GAC GS3 Emzoom 2026 Automatic / GL New Cash or Installment,Gac,Gs3++Emzoom,"1,099,000 EGP",2026,GL,DSG,gas,SUV,1500,7,177,95,N/A,"1,850","4,446","1,600",2650,5,4,47,270,N/A,images\Gac_Gs3++Emzoom_GL_5199\img_1.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_2.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_3.png; images\Gac_Gs3++Emzoom_GL_5199\img_4.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_5.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_6.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_7.jpg; images\Gac_Gs3++Emzoom_GL_5199\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS3++Emzoom/50141
GAC GS3 Emzoom 2026 Automatic / RS Style New Cash or Installment,Gac,Gs3++Emzoom,"1,199,000 EGP",2026,RS Style,DSG,gas,SUV,1500,7,177,95,N/A,"1,850","4,446","1,600",2650,5,4,47,270,N/A,images\Gac_Gs3++Emzoom_RS_Style_9181\img_1.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_2.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_3.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_4.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_5.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_6.jpg; images\Gac_Gs3++Emzoom_RS_Style_9181\img_7.png; images\Gac_Gs3++Emzoom_RS_Style_9181\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS3++Emzoom/50143
GAC GS4 max 2026 A/T / Premium New Cash or Installment,Gac,Gs4+Max,"1,249,000 EGP",2026,Premium,DSG,gas,SUV,1500,7,174,95,6,"1,901","4,685","1,690",2750,5,4,55,270,N/A,images\Gac_Gs4+Max_Premium_12448\img_1.png; images\Gac_Gs4+Max_Premium_12448\img_2.png; images\Gac_Gs4+Max_Premium_12448\img_3.jpg; images\Gac_Gs4+Max_Premium_12448\img_4.png; images\Gac_Gs4+Max_Premium_12448\img_5.png; images\Gac_Gs4+Max_Premium_12448\img_6.png; images\Gac_Gs4+Max_Premium_12448\img_7.png,https://eg.hatla2ee.com/en/new-car/gac/GS4+max/50779
GAC GS4 2025 Automtic / GS New Cash or Installment,Gac,Gs4,"1,185,000 EGP",2025,GS,automatic,gas,SUV,1500,6,168,95,N/A,"1,856","4,545","1,700",2680,5,4,55,265,N/A,images\Gac_Gs4_GS_15773\img_1.png; images\Gac_Gs4_GS_15773\img_2.jpg; images\Gac_Gs4_GS_15773\img_3.jpg; images\Gac_Gs4_GS_15773\img_4.jpg; images\Gac_Gs4_GS_15773\img_5.jpg; images\Gac_Gs4_GS_15773\img_6.jpg; images\Gac_Gs4_GS_15773\img_7.jpg; images\Gac_Gs4_GS_15773\img_8.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS4/50150
GAC GS4 2025 Automtic / GB New Cash or Installment,Gac,Gs4,"1,265,000 EGP",2025,GB,automatic,gas,SUV,1500,6,168,95,N/A,"1,856","4,545","1,700",2680,5,4,55,265,N/A,images\Gac_Gs4_GB_18875\img_1.jpg; images\Gac_Gs4_GB_18875\img_2.jpg; images\Gac_Gs4_GB_18875\img_3.jpg; images\Gac_Gs4_GB_18875\img_4.jpg; images\Gac_Gs4_GB_18875\img_5.jpg; images\Gac_Gs4_GB_18875\img_6.png; images\Gac_Gs4_GB_18875\img_7.jpg,https://eg.hatla2ee.com/en/new-car/gac/GS4/50152
GAC GS4 2025 Automtic / GE New Cash or Installment,Gac,Gs4,"1,355,000 EGP",2025,GE,automatic,gas,SUV,1500,6,168,95,N/A,"1,856","4,545","1,700",2680,5,4,55,265,N/A,images\Gac_Gs4_GE_12707\img_1.jpg; images\Gac_Gs4_GE_12707\img_2.jpg; images\Gac_Gs4_GE_12707\img_3.jpg; images\Gac_Gs4_GE_12707\img_4.jpg; images\Gac_Gs4_GE_12707\img_5.jpg; images\Gac_Gs4_GE_12707\img_6.jpg; images\Gac_Gs4_GE_12707\img_7.png,https://eg.hatla2ee.com/en/new-car/gac/GS4/50155
Geely City Ray 2026 A/T / Comfort New Cash or Installment,Geely,City Ray,"1,249,000 EGP",2026,Comfort,DSG,gas,SUV,1500,7,172,95,N/A,"1,865","4,510","1,650",2701,5,4,51,290,N/A,images\Geely_City_Ray_Comfort_16226\img_1.png; images\Geely_City_Ray_Comfort_16226\img_2.jpg; images\Geely_City_Ray_Comfort_16226\img_3.jpg; images\Geely_City_Ray_Comfort_16226\img_4.jpg; images\Geely_City_Ray_Comfort_16226\img_5.jpg; images\Geely_City_Ray_Comfort_16226\img_6.png; images\Geely_City_Ray_Comfort_16226\img_7.jpg; images\Geely_City_Ray_Comfort_16226\img_8.jpg,https://eg.hatla2ee.com/en/new-car/geely/City-Ray/50815
Geely City Ray 2026 A/T / Premium New Cash or Installment,Geely,City Ray,"1,329,000 EGP",2026,Premium,DSG,gas,SUV,1500,7,172,95,N/A,"1,865","4,510","1,650",2701,5,4,51,290,N/A,images\Geely_City_Ray_Premium_19576\img_1.jpg; images\Geely_City_Ray_Premium_19576\img_2.jpg; images\Geely_City_Ray_Premium_19576\img_3.jpg; images\Geely_City_Ray_Premium_19576\img_4.png; images\Geely_City_Ray_Premium_19576\img_5.jpg; images\Geely_City_Ray_Premium_19576\img_6.jpg; images\Geely_City_Ray_Premium_19576\img_7.jpg; images\Geely_City_Ray_Premium_19576\img_8.png,https://eg.hatla2ee.com/en/new-car/geely/City-Ray/50816
Geely City Ray 2026 A/T / Sport New Cash or Installment,Geely,City Ray,"1,339,000 EGP",2026,Sport,DSG,gas,SUV,1500,7,172,95,N/A,"1,865","4,510","1,650",2701,5,4,51,290,N/A,images\Geely_City_Ray_Sport_23557\img_1.jpg; images\Geely_City_Ray_Sport_23557\img_2.png; images\Geely_City_Ray_Sport_23557\img_3.png; images\Geely_City_Ray_Sport_23557\img_4.jpg; images\Geely_City_Ray_Sport_23557\img_5.jpg; images\Geely_City_Ray_Sport_23557\img_6.jpg; images\Geely_City_Ray_Sport_23557\img_7.jpg; images\Geely_City_Ray_Sport_23557\img_8.jpg,https://eg.hatla2ee.com/en/new-car/geely/City-Ray/50817
Geely Cool Ray 2025 A/T / GL / Abou Ghaly New Cash or Installment,Geely,Coolray,"1,099,000 EGP",2025,Abou Ghaly,DSG,gas,SUV,1500,7,174,92,5.8,"1,810","4,380","1,615",2600,5,4,N/A,290,290,images\Geely_Coolray_Abou_Ghaly_27009\img_1.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_2.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_3.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_4.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_5.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_6.png; images\Geely_Coolray_Abou_Ghaly_27009\img_7.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_8.jpg; images\Geely_Coolray_Abou_Ghaly_27009\img_9.jpg,https://eg.hatla2ee.com/en/new-car/geely/Coolray/49325
Geely Cool Ray 2025 A/T / Premium / Abou Ghaly New Cash or Installment,Geely,Coolray,"1,199,000 EGP",2025,Abou Ghaly,DSG,gas,SUV,1500,7,174,92,5.8,"1,810","4,380","1,615",2600,5,4,N/A,290,7.6,images\Geely_Coolray_Abou_Ghaly_14121\img_1.png; images\Geely_Coolray_Abou_Ghaly_14121\img_2.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_3.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_4.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_5.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_6.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_7.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_8.jpg; images\Geely_Coolray_Abou_Ghaly_14121\img_9.jpg,https://eg.hatla2ee.com/en/new-car/geely/Coolray/49327
Geely Cool Ray 2025 A/T / sport / Abou Ghaly New Cash or Installment,Geely,Coolray,"1,299,000 EGP",2025,Abou Ghaly,automatic,gas,SUV,1500,7,174,92,5.8,"1,810","4,380","1,615",N/A,5,4,N/A,290,7.6,images\Geely_Coolray_Abou_Ghaly_18176\img_1.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_2.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_3.png; images\Geely_Coolray_Abou_Ghaly_18176\img_4.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_5.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_6.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_7.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_8.jpg; images\Geely_Coolray_Abou_Ghaly_18176\img_9.jpg,https://eg.hatla2ee.com/en/new-car/geely/Coolray/49330
Geely Cool Ray 2025 A/T / Comfort AUTO MOBILITY Local simplified New Cash or Installment,Geely,Coolray,"924,000 EGP",2025,Comfort AUTO MOBILITY Local simplified,DSG,gas,SUV,1500,7,174,92,5.8,"1,810","4,380","1,615",2600,5,4,N/A,290,290,images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_1.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_2.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_3.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_4.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_5.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_6.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_7.png; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_8.jpg; images\Geely_Coolray_Comfort_AUTO_MOBILITY_Local_simplified_21919\img_9.jpg,https://eg.hatla2ee.com/en/new-car/geely/Coolray/50354
