Car Title,Brand,Model,Price,Year,Trim,Transmission,Fuel Type,Body Type,Power,Speeds,Horsepower,Fuel,Consumption,Width,Length,Height,Wheel Base,Seats,Number of Cylinders,Fuel Tank Capacity,Torque,Acceleration,Image Paths,URL
Mercedes B 200 2026 A/T / SPORTS TOURER New Cash or Installment,Mercedes,B 200,"2,350,000 EGP",2026,SPORTS TOURER,automatic,gas,Hatchback,1300,7,163,95,5.7,"1,796","4,419","1,562",2729,5,4,43,250,8.2,images\Mercedes_B_200_SPORTS_TOURER_35871\img_1.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_2.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_3.png; images\Mercedes_B_200_SPORTS_TOURER_35871\img_4.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_5.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_6.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_7.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_8.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_9.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_10.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/b-200/50922
Mercedes C 180 2026 A/T / Avantgarde plus New Cash or Installment,Mercedes,C 180,"3,100,000 EGP",2026,Avantgarde plus,automatic,gas,Sedan,1500,9,156,95,N/A,"1,820","4,751",N/A,2865,5,4,N/A,250,8.6,images\Mercedes_C_180_Avantgarde_plus_39470\img_1.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_2.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_3.png; images\Mercedes_C_180_Avantgarde_plus_39470\img_4.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_5.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_6.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_7.jpg; images\Mercedes_C_180_Avantgarde_plus_39470\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/c-180/50927
Mercedes C 180 2026 A/T / Sport New Cash or Installment,Mercedes,C 180,"3,650,000 EGP",2026,Sport,automatic,gas,Sedan,1500,9,156,95,N/A,"1,820","4,751",N/A,2865,5,4,N/A,250,8.6,images\Mercedes_C_180_Sport_31154\img_1.jpg; images\Mercedes_C_180_Sport_31154\img_2.png; images\Mercedes_C_180_Sport_31154\img_3.jpg; images\Mercedes_C_180_Sport_31154\img_4.jpg; images\Mercedes_C_180_Sport_31154\img_5.jpg; images\Mercedes_C_180_Sport_31154\img_6.jpg; images\Mercedes_C_180_Sport_31154\img_7.jpg; images\Mercedes_C_180_Sport_31154\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/c-180/50928
Mercedes C 200 2026 A/T / Sport New Cash or Installment,Mercedes,C 200,"4,100,000 EGP",2026,Sport,automatic,gas,Sedan,1500,9,204,95,N/A,"1,820","4,751",N/A,2865,5,4,N/A,300,7.3,images\Mercedes_C_200_Sport_35625\img_1.jpg; images\Mercedes_C_200_Sport_35625\img_2.jpg; images\Mercedes_C_200_Sport_35625\img_3.png; images\Mercedes_C_200_Sport_35625\img_4.jpg; images\Mercedes_C_200_Sport_35625\img_5.jpg; images\Mercedes_C_200_Sport_35625\img_6.jpg; images\Mercedes_C_200_Sport_35625\img_7.jpg; images\Mercedes_C_200_Sport_35625\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/c-200/50929
Mercedes CLA 200 2026 A/T / Coupe Progressive New Cash or Installment,Mercedes,Cla 200,"2,930,000 EGP",2026,Coupe Progressive,DSG,gas,Sedan,1300,7,163,95,5.5,"1,834","4,692","1,430",2729,5,4,43,270,8.4,images\Mercedes_Cla_200_Coupe_Progressive_39204\img_1.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_2.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_3.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_4.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_5.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_6.png; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_7.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_8.jpg; images\Mercedes_Cla_200_Coupe_Progressive_39204\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/cla-200/50930
Mercedes E 200 2026 A/T / Avantgard New Cash or Installment,Mercedes,E 200,"4,920,000 EGP",2026,Avantgard,automatic,gas,Sedan,2000,9,204,95,7.3,"1,880","4,950","1,400",2961,5,4,66,320,N/A,images\Mercedes_E_200_Avantgard_43531\img_1.jpg; images\Mercedes_E_200_Avantgard_43531\img_2.png; images\Mercedes_E_200_Avantgard_43531\img_3.jpg; images\Mercedes_E_200_Avantgard_43531\img_4.jpg; images\Mercedes_E_200_Avantgard_43531\img_5.jpg; images\Mercedes_E_200_Avantgard_43531\img_6.jpg; images\Mercedes_E_200_Avantgard_43531\img_7.jpg; images\Mercedes_E_200_Avantgard_43531\img_8.jpg; images\Mercedes_E_200_Avantgard_43531\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/e-200/50940
Mercedes E 200 2026 A/T / Exclusive New Cash or Installment,Mercedes,E 200,"5,600,000 EGP",2026,Exclusive,automatic,gas,Sedan,2000,9,204,95,7.3,"1,880","4,950","1,400",2961,5,4,66,320,N/A,images\Mercedes_E_200_Exclusive_47656\img_1.jpg; images\Mercedes_E_200_Exclusive_47656\img_2.jpg; images\Mercedes_E_200_Exclusive_47656\img_3.jpg; images\Mercedes_E_200_Exclusive_47656\img_4.jpg; images\Mercedes_E_200_Exclusive_47656\img_5.png; images\Mercedes_E_200_Exclusive_47656\img_6.jpg; images\Mercedes_E_200_Exclusive_47656\img_7.jpg; images\Mercedes_E_200_Exclusive_47656\img_8.jpg; images\Mercedes_E_200_Exclusive_47656\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/e-200/50941
Mercedes E 200 2026 A/T / Sport New Cash or Installment,Mercedes,E 200,"5,600,000 EGP",2026,Sport,automatic,gas,Sedan,2000,9,204,95,7.3,"1,880","4,950","1,400",2961,5,4,66,320,N/A,images\Mercedes_E_200_Sport_34651\img_1.jpg; images\Mercedes_E_200_Sport_34651\img_2.jpg; images\Mercedes_E_200_Sport_34651\img_3.jpg; images\Mercedes_E_200_Sport_34651\img_4.png; images\Mercedes_E_200_Sport_34651\img_5.jpg; images\Mercedes_E_200_Sport_34651\img_6.jpg; images\Mercedes_E_200_Sport_34651\img_7.jpg; images\Mercedes_E_200_Sport_34651\img_8.jpg; images\Mercedes_E_200_Sport_34651\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/e-200/50942
Mercedes E 300 2023 A/T / EXCLUSIVE New Cash or Installment,Mercedes,E 300,"110,518 EGP",2023,EXCLUSIVE,automatic,gas,Sedan,2000,8,258,95,7.1,"1,852","4,935","1,460",2939,5,4,66,370,6.2,images\Mercedes_E_300_EXCLUSIVE_38482\img_1.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_2.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_3.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_4.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_5.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_6.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_7.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_8.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_9.jpg; images\Mercedes_E_300_EXCLUSIVE_38482\img_10.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/e-300/41731
Mercedes GLA 2023 A/T / 200 Progressive New Cash or Installment,Mercedes,Gla,"56,658 EGP",2023,200 Progressive,automatic,gas,SUV,1400,7,163,95,5.6,"1,834","4,410","1,611",2729,5,4,43,250,8.7,images\Mercedes_Gla_200_Progressive_42423\img_1.jpg; images\Mercedes_Gla_200_Progressive_42423\img_2.jpg; images\Mercedes_Gla_200_Progressive_42423\img_3.jpg; images\Mercedes_Gla_200_Progressive_42423\img_4.jpg; images\Mercedes_Gla_200_Progressive_42423\img_5.png; images\Mercedes_Gla_200_Progressive_42423\img_6.jpg; images\Mercedes_Gla_200_Progressive_42423\img_7.jpg; images\Mercedes_Gla_200_Progressive_42423\img_8.jpg; images\Mercedes_Gla_200_Progressive_42423\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/gla/41711
Mercedes GLE 2026 A/T / 450 4MATIC New Cash or Installment,Mercedes,Gle,"7,090,000 EGP",2026,450 4MATIC,automatic,gas,4x4,3000,9,367,95,8.5,"1,947","4,924","1,797",2995,5,6,85,500,5.7,images\Mercedes_Gle_450_4MATIC_45869\img_1.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_2.png; images\Mercedes_Gle_450_4MATIC_45869\img_3.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_4.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_5.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_6.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_7.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_8.jpg; images\Mercedes_Gle_450_4MATIC_45869\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/gle/50938
Mercedes GLE 2026 A/T / GLE 53 4MATIC+ New Cash or Installment,Mercedes,Gle,"8,100,000 EGP",2026,53 4MATIC,automatic,gas,4x4,3000,9,435,95,9,"1,947","4,937","1,797",2995,5,6,85,560,5,images\Mercedes_Gle_53_4MATIC_49723\img_1.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_2.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_3.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_4.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_5.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_6.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_7.jpg; images\Mercedes_Gle_53_4MATIC_49723\img_8.png; images\Mercedes_Gle_53_4MATIC_49723\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/gle/50939
Mercedes C43 2026 A/T / 4M Saloon AMG New Cash or Installment,Mercedes,Mercedes Benz C43,"5,800,000 EGP",2026,4M Saloon AMG,DSG,gas,Sedan,2000,9,421,95,9,"1,820","4,793","1,446",2865,5,4,66,500,4.3,images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_1.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_2.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_3.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_4.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_5.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_6.png; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_7.jpg; images\Mercedes_Mercedes_Benz_C43_4M_Saloon_AMG_38845\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-c43/50953
Mercedes CLE 200 2026 A/T / Sport Coupe New Cash or Installment,Mercedes,Mercedes Benz Cle 200,"4,350,000 EGP",2026,Sport Coupe,DSG,gas,Coupe,2000,7,204,95,N/A,0,N/A,N/A,N/A,4,4,N/A,320,7.4,images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_1.png; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_2.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_3.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_4.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_5.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_6.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_7.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_8.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_9.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Coupe_42722\img_10.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-cle-200/50933
Mercedes CLE 200 2026 A/T / Sport Cabrio New Cash or Installment,Mercedes,Mercedes Benz Cle 200,"4,950,000 EGP",2026,Sport Cabrio,DSG,gas,Coupe,2000,7,204,95,N/A,0,N/A,N/A,N/A,4,4,N/A,320,7.4,images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_1.png; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_2.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_3.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_4.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_5.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_6.jpg; images\Mercedes_Mercedes_Benz_Cle_200_Sport_Cabrio_46258\img_7.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-cle-200/50934
Mercedes EQE 350 2026 A/T / SUV New Cash or Installment,Mercedes,Mercedes Benz Eqe 350,"5,500,000 EGP",2026,SUV,automatic,Electric,SUV,N/A,N/A,408,N/A,N/A,"1,940","4,863","1,685",3030,5,N/A,N/A,858,4.9,images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_1.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_2.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_3.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_4.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_5.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_6.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_7.jpg; images\Mercedes_Mercedes_Benz_Eqe_350_SUV_49263\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-eqe-350/48147
Mercedes G63 2026 A/T / AMG / Night Eidition New Cash or Installment,Mercedes,Mercedes Benz G63,"18,050,000 EGP",2026,Night Eidition,automatic,gas,4x4,4000,8,585,N/A,15.7,"1,984","4,863","1,976",2890,5,8,N/A,850,4.4,images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_1.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_2.png; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_3.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_4.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_5.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_6.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_7.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_8.jpg; images\Mercedes_Mercedes_Benz_G63_Night_Eidition_52668\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-g63/50622
Mercedes G63 2026 A/T / AMG / Night Eidition / MAGNO New Cash or Installment,Mercedes,Mercedes Benz G63,"18,650,000 EGP",2026,MAGNO,automatic,gas,4x4,4000,8,585,N/A,15.7,"1,984","4,863","1,976",2890,5,8,N/A,850,4.4,images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_1.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_2.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_3.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_4.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_5.png; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_6.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_7.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_8.jpg; images\Mercedes_Mercedes_Benz_G63_MAGNO_43716\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-g63/50924
Mercedes G63 2026 A/T / G 500 AMG New Cash or Installment,Mercedes,Mercedes Benz G63,"13,100,000 EGP",2026,G 500 AMG,automatic,gas,4x4,3000,8,449,N/A,10.4,"1,984","4,863","1,976",2890,5,6,N/A,N/A,5.4,images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_1.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_2.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_3.png; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_4.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_5.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_6.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_7.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_8.jpg; images\Mercedes_Mercedes_Benz_G63_G_500_AMG_48259\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-g63/50925
Mercedes G63 2026 A/T / G 580 EQ Technology New Cash or Installment,Mercedes,Mercedes Benz G63,"10,130,000 EGP",2026,G 580 EQ Technology,automatic,Electric,4x4,N/A,N/A,587,N/A,N/A,"1,984","4,863","1,976",2890,5,N/A,N/A,N/A,4.7,images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_1.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_2.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_3.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_4.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_5.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_6.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_7.png; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_8.jpg; images\Mercedes_Mercedes_Benz_G63_G_580_EQ_Technology_51922\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-g63/50926
Mercedes GLA 200 2026 A/T / PROGRESSIVE New Cash or Installment,Mercedes,Mercedes Benz Gla 200,"2,990,000 EGP",2026,PROGRESSIVE,automatic,gas,SUV,1300,7,163,95,6,"1,849","4,436","1,605",2729,5,4,43,270,8.9,images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_1.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_2.png; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_3.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_4.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_5.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_6.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_7.jpg; images\Mercedes_Mercedes_Benz_Gla_200_PROGRESSIVE_56432\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-gla-200/50932
Mercedes GLC 43 2026 A/T / 4m Coupe AMG New Cash or Installment,Mercedes,Mercedes Benz Glc 43,"6,600,000 EGP",2026,4m Coupe AMG,automatic,gas,SUV,2000,9,258,95,8,"1,920","4,769","1,606",2888,5,4,62,400,6.3,images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_1.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_2.png; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_3.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_4.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_5.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_6.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_7.jpg; images\Mercedes_Mercedes_Benz_Glc_43_4m_Coupe_AMG_59858\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-glc-43/50937
Mercedes S 500 2026 A/T / 4M Saloon long New Cash or Installment,Mercedes,S 500,"12,300,000 EGP",2026,4M Saloon long,automatic,gas,Sedan,3000,9,435,95,8.5,"2,109","5,320","1,503",3216,4,6,76,520,4.9,images\Mercedes_S_500_4M_Saloon_long_46226\img_1.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_2.png; images\Mercedes_S_500_4M_Saloon_long_46226\img_3.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_4.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_5.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_6.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_7.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/s-500/50951
Mercedes SL Class 2024 A/T / AMG SL 55 4M New Cash or Installment,Mercedes,Sl Class,"13,400,000 EGP",2024,AMG SL 55 4M,automatic,gas,Coupe,4000,9,476,95,13,"1,629","4,705","1,354",2700,2,8,N/A,700,3.9,images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_1.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_2.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_3.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_4.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_5.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_6.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_7.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_8.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_9.png,https://eg.hatla2ee.com/en/new-car/mercedes/sl-class/50949
Mercedes SL Class 2025 A/T / AMG SL 55 4M New Cash or Installment,Mercedes,Sl Class,"14,330,000 EGP",2025,AMG SL 55 4M,automatic,gas,Coupe,4000,9,476,95,13,"1,629","4,705","1,354",2700,2,8,N/A,700,3.9,images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_1.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_2.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_3.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_4.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_5.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_6.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_7.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_8.png; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mercedes/sl-class/50950
Mini Cooper 2025 A/T / C - Classic New Cash or Installment,Mini,Cooper,"2,250,000 EGP",2025,C - Classic,DSG,gas,Hatchback,1500,9,156,95,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,230,N/A,images\Mini_Cooper_C_-_Classic_56485\img_1.jpg; images\Mini_Cooper_C_-_Classic_56485\img_2.png; images\Mini_Cooper_C_-_Classic_56485\img_3.jpg; images\Mini_Cooper_C_-_Classic_56485\img_4.jpg; images\Mini_Cooper_C_-_Classic_56485\img_5.jpg; images\Mini_Cooper_C_-_Classic_56485\img_6.jpg; images\Mini_Cooper_C_-_Classic_56485\img_7.jpg; images\Mini_Cooper_C_-_Classic_56485\img_8.jpg; images\Mini_Cooper_C_-_Classic_56485\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mini/cooper/48294
Mini Cooper 2025 A/T / C- JCW New Cash or Installment,Mini,Cooper,"2,450,000 EGP",2025,C- JCW,DSG,gas,Hatchback,1500,9,156,95,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,images\Mini_Cooper_C-_JCW_60348\img_1.jpg; images\Mini_Cooper_C-_JCW_60348\img_2.jpg; images\Mini_Cooper_C-_JCW_60348\img_3.jpg; images\Mini_Cooper_C-_JCW_60348\img_4.jpg; images\Mini_Cooper_C-_JCW_60348\img_5.jpg; images\Mini_Cooper_C-_JCW_60348\img_6.jpg; images\Mini_Cooper_C-_JCW_60348\img_7.png; images\Mini_Cooper_C-_JCW_60348\img_8.jpg; images\Mini_Cooper_C-_JCW_60348\img_9.jpg,https://eg.hatla2ee.com/en/new-car/mini/cooper/48295
Mini Cooper 2025 A/T / S - JWC New Cash or Installment,Mini,Cooper,"2,950,000 EGP",2025,S - JWC,DSG,gas,Hatchback,2000,9,204,95,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,300,6.1,images\Mini_Cooper_S_-_JWC_53774\img_1.jpg; images\Mini_Cooper_S_-_JWC_53774\img_2.jpg; images\Mini_Cooper_S_-_JWC_53774\img_3.png; images\Mini_Cooper_S_-_JWC_53774\img_4.jpg; images\Mini_Cooper_S_-_JWC_53774\img_5.jpg; images\Mini_Cooper_S_-_JWC_53774\img_6.jpg; images\Mini_Cooper_S_-_JWC_53774\img_7.jpg; images\Mini_Cooper_S_-_JWC_53774\img_8.jpg,https://eg.hatla2ee.com/en/new-car/mini/cooper/48298
Mini Cooper 2025 A/T / Se - Favoured New Cash or Installment,Mini,Cooper,"2,980,000 EGP",2025,Se - Favoured,automatic,Electric,Hatchback,N/A,9,218,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,images\Mini_Cooper_Se_-_Favoured_57378\img_1.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_2.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_3.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_4.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_5.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_6.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_7.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_8.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_9.png,https://eg.hatla2ee.com/en/new-car/mini/cooper/48301
Mini Cooper 2025 A/T / C New Cash or Installment,Mini,Cooper,"2,275,000 EGP",2025,Baseline,automatic,gas,Hatchback,1500,5,156,N/A,N/A,0,N/A,N/A,N/A,4,3,N/A,230,N/A,images\Mini_Cooper_Baseline_61127\img_1.jpg; images\Mini_Cooper_Baseline_61127\img_2.jpg; images\Mini_Cooper_Baseline_61127\img_3.jpg; images\Mini_Cooper_Baseline_61127\img_4.jpg; images\Mini_Cooper_Baseline_61127\img_5.jpg; images\Mini_Cooper_Baseline_61127\img_6.jpg,https://eg.hatla2ee.com/en/new-car/mini/cooper/50126
